"season","daynum","wteam","wscore","lteam","lscore","wloc","numot","id"
"C",96,693,79,665,74,"H",NA,"C_665_693"
"C",96,695,82,551,80,"A",NA,"C_551_695"
"C",96,699,91,711,90,"A",NA,"C_699_711"
"C",96,700,90,657,89,"H",NA,"C_657_700"
"C",96,702,84,822,69,"H",NA,"C_702_822"
"C",96,704,82,589,77,"H",NA,"C_589_704"
"C",96,705,71,716,62,"H",NA,"C_705_716"
"C",96,708,79,839,73,"A",NA,"C_708_839"
"C",96,712,71,576,68,"A",NA,"C_576_712"
"C",96,713,86,565,85,"H",NA,"C_565_713"
"C",96,717,73,778,65,"A",NA,"C_717_778"
"C",96,721,80,794,71,"H",NA,"C_721_794"
"C",96,723,69,825,56,"A",NA,"C_723_825"
"C",96,724,75,534,63,"H",NA,"C_534_724"
"C",96,725,74,726,67,"H",NA,"C_725_726"
"C",96,727,69,647,50,"A",NA,"C_647_727"
"C",96,728,79,561,68,"H",NA,"C_561_728"
"C",96,730,74,753,63,"H",NA,"C_730_753"
"C",96,732,69,755,62,"H",NA,"C_732_755"
"C",96,733,72,582,59,"H",NA,"C_582_733"
"C",96,736,58,558,45,"H",NA,"C_558_736"
"C",96,738,82,849,59,"H",NA,"C_738_849"
"C",96,740,77,645,59,"H",NA,"C_645_740"
"C",96,743,57,635,50,"H",NA,"C_635_743"
"C",96,744,66,782,58,"A",NA,"C_744_782"
"C",96,747,80,610,67,"H",NA,"C_610_747"
"C",96,752,110,800,64,"H",NA,"C_752_800"
"C",96,757,74,807,66,"A",NA,"C_757_807"
"C",96,762,97,580,78,"H",NA,"C_580_762"
"C",96,764,68,737,56,"A",NA,"C_737_764"
"C",96,765,77,751,69,"H",NA,"C_751_765"
"C",96,767,91,742,67,"H",NA,"C_742_767"
"C",96,768,105,803,70,"H",NA,"C_768_803"
"C",96,771,70,595,68,"H",NA,"C_595_771"
"C",96,772,77,573,67,"A",NA,"C_573_772"
"C",96,773,91,508,75,"H",NA,"C_508_773"
"C",96,775,70,779,56,"H",NA,"C_775_779"
"C",96,780,64,651,55,"H",NA,"C_651_780"
"C",96,781,99,652,81,"A",NA,"C_652_781"
"C",96,790,72,655,65,"A",NA,"C_655_790"
"C",96,793,88,722,73,"H",NA,"C_722_793"
"C",96,798,53,529,41,"H",NA,"C_529_798"
"C",96,804,82,734,74,"A",NA,"C_734_804"
"C",96,805,78,617,61,"H",NA,"C_617_805"
"C",96,809,81,590,72,"A",NA,"C_590_809"
"C",96,810,105,840,94,"H",NA,"C_810_840"
"C",96,812,80,761,69,"A",NA,"C_761_812"
"C",96,813,73,848,51,"H",NA,"C_813_848"
"C",96,814,87,545,66,"H",NA,"C_545_814"
"C",96,816,65,602,63,"H",NA,"C_602_816"
"C",96,818,75,841,69,"H",NA,"C_818_841"
"C",96,819,73,664,68,"H",NA,"C_664_819"
"C",96,824,68,536,59,"A",NA,"C_536_824"
"C",96,826,102,548,74,"A",NA,"C_548_826"
"C",96,827,68,604,64,"A",NA,"C_604_827"
"C",96,828,86,570,76,"H",NA,"C_570_828"
"C",96,829,78,668,75,"H",NA,"C_668_829"
"C",96,832,94,833,80,"H",NA,"C_832_833"
"C",96,835,75,703,55,"H",NA,"C_703_835"
"C",96,836,88,639,58,"H",NA,"C_639_836"
"C",96,838,64,745,62,"H",NA,"C_745_838"
"C",96,842,89,566,54,"H",NA,"C_566_842"
"C",96,845,81,552,78,"H",NA,"C_552_845"
"C",96,846,62,587,57,"A",NA,"C_587_846"
"C",96,852,73,817,62,"H",NA,"C_817_852"
"C",96,853,79,789,73,"A",NA,"C_789_853"
"C",96,854,71,612,65,"H",NA,"C_612_854"
"C",96,855,73,696,69,"A",NA,"C_696_855"
"C",97,527,74,603,63,"H",NA,"C_527_603"
"C",97,530,79,575,53,"A",NA,"C_530_575"
"C",97,555,80,533,75,"H",NA,"C_533_555"
"C",97,577,90,606,69,"H",NA,"C_577_606"
"C",97,592,86,640,78,"A",NA,"C_592_640"
"C",97,627,83,766,82,"H",NA,"C_627_766"
"C",97,636,82,698,71,"A",NA,"C_636_698"
"C",97,660,66,801,40,"A",NA,"C_660_801"
"C",97,662,77,830,70,"H",NA,"C_662_830"
"C",97,663,85,569,69,"H",NA,"C_569_663"
"C",97,670,80,628,66,"A",NA,"C_628_670"
"C",97,701,77,821,74,"H",NA,"C_701_821"
"C",97,741,75,596,70,"A",NA,"C_596_741"
"C",97,769,67,549,65,"H",NA,"C_549_769"
"C",97,786,84,731,73,"A",NA,"C_731_786"
"C",97,788,102,802,100,"H",NA,"C_788_802"
"C",97,796,80,521,71,"A",NA,"C_521_796"
"C",97,799,81,657,57,"A",NA,"C_657_799"
"C",98,510,81,833,77,"A",NA,"C_510_833"
"C",98,516,82,650,78,"H",NA,"C_516_650"
"C",98,540,63,667,59,"H",NA,"C_540_667"
"C",98,543,80,800,70,"H",NA,"C_543_800"
"C",98,545,70,553,61,"H",NA,"C_545_553"
"C",98,554,79,605,52,"H",NA,"C_554_605"
"C",98,559,80,829,65,"H",NA,"C_559_829"
"C",98,562,85,587,76,"A",NA,"C_562_587"
"C",98,573,54,805,53,"A",NA,"C_573_805"
"C",98,593,87,619,73,"A",NA,"C_593_619"
"C",98,597,91,613,76,"A",NA,"C_597_613"
"C",98,598,58,550,54,"H",NA,"C_550_598"
"C",98,600,65,586,62,"A",NA,"C_586_600"
"C",98,602,79,583,73,"A",NA,"C_583_602"
"C",98,610,74,693,62,"A",NA,"C_610_693"
"C",98,645,79,522,63,"A",NA,"C_522_645"
"C",98,648,86,588,82,"H",NA,"C_588_648"
"C",98,683,84,523,63,"H",NA,"C_523_683"
"C",98,685,85,514,75,"A",NA,"C_514_685"
"C",98,704,83,659,77,"H",NA,"C_659_704"
"C",98,707,86,571,64,"H",NA,"C_571_707"
"C",98,740,73,813,68,"A",NA,"C_740_813"
"C",98,745,66,679,55,"A",NA,"C_679_745"
"C",98,747,66,665,57,"H",NA,"C_665_747"
"C",98,749,79,678,74,"A",NA,"C_678_749"
"C",98,762,81,519,57,"A",NA,"C_519_762"
"C",98,776,70,686,63,"H",NA,"C_686_776"
"C",98,777,86,838,65,"A",NA,"C_777_838"
"C",98,793,81,794,80,"A",NA,"C_793_794"
"C",98,809,77,784,74,"H",NA,"C_784_809"
"C",98,815,73,585,62,"H",NA,"C_585_815"
"C",98,816,54,635,45,"A",NA,"C_635_816"
"C",98,820,69,751,68,"A",NA,"C_751_820"
"C",98,832,92,850,80,"A",NA,"C_832_850"
"C",98,844,80,845,72,"H",NA,"C_844_845"
"C",98,846,66,626,57,"H",NA,"C_626_846"
"C",98,853,91,641,59,"A",NA,"C_641_853"
"C",99,552,79,569,78,"A",NA,"C_552_569"
"C",99,570,92,615,77,"A",NA,"C_570_615"
"C",99,576,72,799,71,"H",NA,"C_576_799"
"C",99,579,64,791,56,"A",NA,"C_579_791"
"C",99,580,83,797,77,"H",NA,"C_580_797"
"C",99,611,85,700,73,"A",NA,"C_611_700"
"C",99,628,79,849,76,"A",NA,"C_628_849"
"C",99,657,56,828,48,"H",NA,"C_657_828"
"C",99,658,86,782,76,"H",NA,"C_658_782"
"C",99,687,95,682,81,"A",NA,"C_682_687"
"C",99,712,81,528,77,"H",NA,"C_528_712"
"C",99,722,86,556,74,"H",NA,"C_556_722"
"C",99,741,94,779,76,"H",NA,"C_741_779"
"C",99,744,71,589,46,"A",NA,"C_589_744"
"C",99,752,73,634,64,"H",NA,"C_634_752"
"C",99,764,68,603,57,"H",NA,"C_603_764"
"C",99,769,65,827,61,"A",NA,"C_769_827"
"C",99,789,61,663,47,"A",NA,"C_663_789"
"C",99,843,90,731,72,"H",NA,"C_731_843"
"C",99,847,68,723,58,"A",NA,"C_723_847"
"C",100,504,76,518,62,"H",NA,"C_504_518"
"C",100,533,87,644,59,"H",NA,"C_533_644"
"C",100,541,94,766,92,"H",NA,"C_541_766"
"C",100,568,53,547,52,"H",NA,"C_547_568"
"C",100,592,82,675,78,"H",NA,"C_592_675"
"C",100,595,71,830,63,"A",NA,"C_595_830"
"C",100,606,70,551,52,"H",NA,"C_551_606"
"C",100,608,77,514,64,"A",NA,"C_514_608"
"C",100,616,71,517,70,"A",NA,"C_517_616"
"C",100,623,68,673,56,"H",NA,"C_623_673"
"C",100,624,76,530,70,"H",NA,"C_530_624"
"C",100,625,95,729,76,"H",NA,"C_625_729"
"C",100,636,83,629,62,"A",NA,"C_629_636"
"C",100,640,63,655,61,"A",NA,"C_640_655"
"C",100,653,91,627,82,"H",NA,"C_627_653"
"C",100,668,64,737,54,"H",NA,"C_668_737"
"C",100,671,84,720,58,"A",NA,"C_671_720"
"C",100,676,81,698,76,"H",NA,"C_676_698"
"C",100,692,84,555,70,"A",NA,"C_555_692"
"C",100,743,79,583,64,"H",NA,"C_583_743"
"C",100,754,76,613,67,"A",NA,"C_613_754"
"C",100,773,93,815,79,"A",NA,"C_773_815"
"C",100,778,91,527,79,"A",NA,"C_527_778"
"C",100,780,83,546,80,"H",NA,"C_546_780"
"C",100,783,74,539,72,"A",NA,"C_539_783"
"C",100,790,77,604,48,"H",NA,"C_604_790"
"C",100,796,70,721,68,"A",NA,"C_721_796"
"C",100,825,69,509,64,"H",NA,"C_509_825"
"C",100,831,89,596,70,"H",NA,"C_596_831"
"C",100,839,68,695,62,"A",NA,"C_695_839"
"C",101,503,69,581,67,"H",NA,"C_503_581"
"C",101,511,112,840,81,"H",NA,"C_511_840"
"C",101,512,82,841,68,"H",NA,"C_512_841"
"C",101,513,70,643,67,"A",NA,"C_513_643"
"C",101,515,100,674,87,"H",NA,"C_515_674"
"C",101,516,70,633,65,"A",NA,"C_516_633"
"C",101,519,88,580,79,"A",NA,"C_519_580"
"C",101,526,71,702,59,"H",NA,"C_526_702"
"C",101,528,84,611,72,"H",NA,"C_528_611"
"C",101,529,78,690,59,"H",NA,"C_529_690"
"C",101,538,84,647,74,"H",NA,"C_538_647"
"C",101,543,84,752,68,"H",NA,"C_543_752"
"C",101,544,69,745,66,"A",NA,"C_544_745"
"C",101,549,109,573,73,"A",NA,"C_549_573"
"C",101,557,64,824,58,"A",NA,"C_557_824"
"C",101,562,91,749,73,"H",NA,"C_562_749"
"C",101,564,51,807,48,"A",NA,"C_564_807"
"C",101,574,94,654,65,"H",NA,"C_574_654"
"C",101,578,80,731,69,"N",NA,"C_578_731"
"C",101,582,78,621,75,"H",NA,"C_582_621"
"C",101,588,74,777,63,"A",NA,"C_588_777"
"C",101,594,73,784,60,"A",NA,"C_594_784"
"C",101,599,82,641,65,"A",NA,"C_599_641"
"C",101,620,85,711,72,"H",NA,"C_620_711"
"C",101,639,70,798,67,"H",NA,"C_639_798"
"C",101,648,80,686,77,"A",NA,"C_648_686"
"C",101,650,74,703,65,"H",NA,"C_650_703"
"C",101,652,80,781,71,"A",NA,"C_652_781"
"C",101,659,74,658,60,"H",NA,"C_658_659"
"C",101,661,78,836,63,"H",NA,"C_661_836"
"C",101,666,76,617,63,"A",NA,"C_617_666"
"C",101,669,73,520,67,"H",NA,"C_520_669"
"C",101,670,74,715,67,"H",NA,"C_670_715"
"C",101,672,67,579,65,"H",NA,"C_579_672"
"C",101,677,89,548,65,"H",NA,"C_548_677"
"C",101,701,89,852,59,"H",NA,"C_701_852"
"C",101,705,85,795,81,"A",NA,"C_705_795"
"C",101,708,97,577,73,"H",NA,"C_577_708"
"C",101,713,102,681,96,"A",NA,"C_681_713"
"C",101,719,122,537,121,"H",NA,"C_537_719"
"C",101,725,97,810,81,"H",NA,"C_725_810"
"C",101,726,83,818,74,"H",NA,"C_726_818"
"C",101,727,76,757,60,"A",NA,"C_727_757"
"C",101,733,79,566,67,"H",NA,"C_566_733"
"C",101,746,71,717,61,"H",NA,"C_717_746"
"C",101,751,73,664,60,"H",NA,"C_664_751"
"C",101,753,78,730,70,"H",NA,"C_730_753"
"C",101,765,74,812,70,"A",NA,"C_765_812"
"C",101,771,62,651,60,"A",NA,"C_651_771"
"C",101,772,89,801,86,"A",NA,"C_772_801"
"C",101,779,76,576,65,"N",NA,"C_576_779"
"C",101,788,99,597,91,"A",NA,"C_597_788"
"C",101,791,64,682,60,"A",NA,"C_682_791"
"C",101,792,77,762,57,"H",NA,"C_762_792"
"C",101,800,78,634,73,"H",NA,"C_634_800"
"C",101,802,75,742,62,"H",NA,"C_742_802"
"C",101,803,88,835,87,"H",NA,"C_803_835"
"C",101,809,88,590,67,"H",NA,"C_590_809"
"C",101,811,67,768,53,"H",NA,"C_768_811"
"C",101,817,59,502,57,"A",NA,"C_502_817"
"C",101,819,71,716,68,"A",NA,"C_716_819"
"C",101,820,85,761,78,"H",NA,"C_761_820"
"C",101,821,83,536,68,"H",NA,"C_536_821"
"C",101,822,74,699,52,"H",NA,"C_699_822"
"C",101,826,90,724,68,"H",NA,"C_724_826"
"C",101,834,95,696,68,"H",NA,"C_696_834"
"C",101,844,66,552,39,"A",NA,"C_552_844"
"C",101,855,66,774,50,"H",NA,"C_774_855"
"C",102,558,54,854,52,"H",NA,"C_558_854"
"C",102,561,75,531,63,"H",NA,"C_531_561"
"C",102,570,72,700,69,"H",NA,"C_570_700"
"C",102,589,67,782,62,"H",NA,"C_589_782"
"C",102,627,86,704,74,"H",NA,"C_627_704"
"C",102,680,84,565,65,"H",NA,"C_565_680"
"C",102,712,72,828,62,"H",NA,"C_712_828"
"C",102,728,84,612,69,"A",NA,"C_612_728"
"C",102,736,71,567,39,"A",NA,"C_567_736"
"C",102,755,75,732,63,"H",NA,"C_732_755"
"C",102,758,70,607,67,"H",NA,"C_607_758"
"C",102,799,68,657,59,"H",NA,"C_657_799"
"C",103,503,73,798,56,"H",NA,"C_503_798"
"C",103,508,79,685,76,"H",NA,"C_508_685"
"C",103,510,63,598,62,"A",NA,"C_510_598"
"C",103,511,83,841,61,"H",NA,"C_511_841"
"C",103,512,94,840,85,"H",NA,"C_512_840"
"C",103,515,93,827,83,"H",NA,"C_515_827"
"C",103,516,81,703,80,"A",NA,"C_516_703"
"C",103,517,78,832,76,"H",NA,"C_517_832"
"C",103,518,68,675,66,"H",NA,"C_518_675"
"C",103,519,70,682,66,"A",NA,"C_519_682"
"C",103,520,105,529,79,"A",NA,"C_520_529"
"C",103,523,79,693,75,"H",NA,"C_523_693"
"C",103,526,83,711,79,"H",NA,"C_526_711"
"C",103,530,67,575,54,"H",NA,"C_530_575"
"C",103,531,59,558,56,"A",NA,"C_531_558"
"C",103,543,83,634,73,"H",NA,"C_543_634"
"C",103,546,69,549,62,"H",NA,"C_546_549"
"C",103,551,71,839,46,"H",NA,"C_551_839"
"C",103,552,75,654,65,"H",NA,"C_552_654"
"C",103,553,66,813,62,"H",NA,"C_553_813"
"C",103,554,62,540,49,"A",NA,"C_540_554"
"C",103,556,70,629,52,"H",NA,"C_556_629"
"C",103,559,76,783,56,"H",NA,"C_559_783"
"C",103,560,76,683,68,"H",NA,"C_560_683"
"C",103,565,87,681,78,"A",NA,"C_565_681"
"C",103,568,69,815,68,"A",NA,"C_568_815"
"C",103,569,86,578,78,"H",NA,"C_569_578"
"C",103,571,86,619,83,"H",NA,"C_571_619"
"C",103,574,76,622,58,"H",NA,"C_574_622"
"C",103,579,83,792,66,"A",NA,"C_579_792"
"C",103,581,79,639,74,"A",NA,"C_581_639"
"C",103,582,75,566,73,"H",NA,"C_566_582"
"C",103,583,83,825,79,"H",NA,"C_583_825"
"C",103,586,72,550,57,"A",NA,"C_550_586"
"C",103,588,88,745,79,"A",NA,"C_588_745"
"C",103,593,74,747,69,"H",NA,"C_593_747"
"C",103,596,86,641,80,"H",NA,"C_596_641"
"C",103,597,80,767,73,"H",NA,"C_597_767"
"C",103,599,67,779,62,"A",NA,"C_599_779"
"C",103,603,76,717,56,"H",NA,"C_603_717"
"C",103,604,87,592,77,"H",NA,"C_592_604"
"C",103,605,84,667,70,"H",NA,"C_605_667"
"C",103,607,96,755,85,"A",NA,"C_607_755"
"C",103,610,63,665,55,"H",NA,"C_610_665"
"C",103,615,70,576,56,"H",NA,"C_576_615"
"C",103,616,82,555,76,"H",NA,"C_555_616"
"C",103,620,70,702,68,"H",NA,"C_620_702"
"C",103,623,53,849,47,"A",NA,"C_623_849"
"C",103,624,75,626,66,"A",NA,"C_624_626"
"C",103,633,100,803,79,"H",NA,"C_633_803"
"C",103,635,51,723,46,"A",NA,"C_635_723"
"C",103,637,69,698,63,"A",NA,"C_637_698"
"C",103,642,80,533,74,"H",NA,"C_533_642"
"C",103,643,66,768,62,"H",NA,"C_643_768"
"C",103,647,54,757,46,"A",NA,"C_647_757"
"C",103,651,81,801,62,"H",NA,"C_651_801"
"C",103,658,78,541,69,"H",NA,"C_541_658"
"C",103,660,73,573,51,"A",NA,"C_573_660"
"C",103,661,82,537,60,"H",NA,"C_537_661"
"C",103,662,68,595,62,"A",NA,"C_595_662"
"C",103,669,74,690,71,"H",NA,"C_669_690"
"C",103,671,75,628,64,"H",NA,"C_628_671"
"C",103,673,88,670,78,"H",NA,"C_670_673"
"C",103,674,75,504,74,"H",NA,"C_504_674"
"C",103,677,83,696,67,"H",NA,"C_677_696"
"C",103,680,73,713,66,"H",NA,"C_680_713"
"C",103,687,94,797,66,"H",NA,"C_687_797"
"C",103,699,86,807,75,"H",NA,"C_699_807"
"C",103,701,77,557,62,"H",NA,"C_557_701"
"C",103,716,84,765,61,"H",NA,"C_716_765"
"C",103,722,85,521,72,"H",NA,"C_521_722"
"C",103,725,73,818,61,"H",NA,"C_725_818"
"C",103,727,85,538,79,"A",NA,"C_538_727"
"C",103,728,71,567,57,"A",NA,"C_567_728"
"C",103,733,98,621,76,"H",NA,"C_621_733"
"C",103,734,62,506,60,"H",NA,"C_506_734"
"C",103,736,76,612,48,"A",NA,"C_612_736"
"C",103,738,107,720,75,"A",NA,"C_720_738"
"C",103,740,91,814,87,"H",NA,"C_740_814"
"C",103,741,72,539,63,"H",NA,"C_539_741"
"C",103,744,93,653,72,"H",NA,"C_653_744"
"C",103,749,91,714,89,"A",NA,"C_714_749"
"C",103,752,78,800,73,"A",NA,"C_752_800"
"C",103,753,81,652,76,"H",NA,"C_652_753"
"C",103,754,66,502,55,"H",NA,"C_502_754"
"C",103,758,80,732,53,"H",NA,"C_732_758"
"C",103,762,82,672,74,"A",NA,"C_672_762"
"C",103,764,85,786,61,"A",NA,"C_764_786"
"C",103,766,78,659,68,"A",NA,"C_659_766"
"C",103,772,72,617,67,"A",NA,"C_617_772"
"C",103,773,104,608,70,"H",NA,"C_608_773"
"C",103,776,60,679,50,"H",NA,"C_679_776"
"C",103,777,89,544,71,"H",NA,"C_544_777"
"C",103,778,77,843,69,"H",NA,"C_778_843"
"C",103,780,56,771,45,"A",NA,"C_771_780"
"C",103,781,73,730,67,"H",NA,"C_730_781"
"C",103,784,81,590,61,"H",NA,"C_590_784"
"C",103,788,119,756,84,"A",NA,"C_756_788"
"C",103,790,70,769,69,"H",NA,"C_769_790"
"C",103,791,79,580,66,"A",NA,"C_580_791"
"C",103,795,86,761,74,"H",NA,"C_761_795"
"C",103,796,102,794,75,"H",NA,"C_794_796"
"C",103,802,65,536,59,"A",NA,"C_536_802"
"C",103,804,73,632,71,"H",NA,"C_632_804"
"C",103,809,86,594,83,"H",NA,"C_594_809"
"C",103,810,84,726,75,"A",NA,"C_726_810"
"C",103,811,91,835,76,"H",NA,"C_811_835"
"C",103,812,84,819,73,"H",NA,"C_812_819"
"C",103,816,55,509,54,"H",NA,"C_509_816"
"C",103,817,79,850,52,"H",NA,"C_817_850"
"C",103,820,72,664,57,"H",NA,"C_664_820"
"C",103,821,60,742,49,"A",NA,"C_742_821"
"C",103,822,69,564,44,"H",NA,"C_564_822"
"C",103,826,66,774,56,"H",NA,"C_774_826"
"C",103,833,81,600,69,"A",NA,"C_600_833"
"C",103,834,96,548,84,"H",NA,"C_548_834"
"C",103,836,86,719,68,"A",NA,"C_719_836"
"C",103,838,95,686,85,"A",NA,"C_686_838"
"C",103,846,65,678,55,"H",NA,"C_678_846"
"C",103,847,73,743,70,"H",NA,"C_743_847"
"C",103,848,65,645,64,"A",NA,"C_645_848"
"C",103,851,57,535,53,"H",NA,"C_535_851"
"C",103,852,67,824,55,"A",NA,"C_824_852"
"C",103,854,78,561,63,"A",NA,"C_561_854"
"C",103,855,90,724,69,"H",NA,"C_724_855"
"C",104,528,78,828,67,"H",NA,"C_528_828"
"C",104,562,80,587,66,"H",NA,"C_562_587"
"C",104,570,67,657,63,"H",NA,"C_570_657"
"C",104,577,65,695,49,"A",NA,"C_577_695"
"C",104,589,70,704,66,"H",NA,"C_589_704"
"C",104,611,75,712,68,"A",NA,"C_611_712"
"C",104,636,80,676,70,"H",NA,"C_636_676"
"C",104,640,79,829,63,"A",NA,"C_640_829"
"C",104,650,96,513,62,"H",NA,"C_513_650"
"C",104,663,73,853,62,"A",NA,"C_663_853"
"C",104,692,84,644,61,"A",NA,"C_644_692"
"C",104,700,58,799,56,"A",NA,"C_700_799"
"C",104,708,107,606,100,"A",NA,"C_606_708"
"C",104,721,81,793,74,"A",NA,"C_721_793"
"C",104,729,69,715,68,"A",NA,"C_715_729"
"C",104,731,89,527,79,"H",NA,"C_527_731"
"C",104,741,67,775,66,"H",NA,"C_741_775"
"C",104,746,75,737,55,"H",NA,"C_737_746"
"C",104,789,60,831,53,"H",NA,"C_789_831"
"C",104,805,88,666,77,"H",NA,"C_666_805"
"C",105,508,87,608,74,"H",NA,"C_508_608"
"C",105,535,71,845,56,"A",NA,"C_535_845"
"C",105,546,77,801,68,"H",NA,"C_546_801"
"C",105,547,62,550,55,"A",NA,"C_547_550"
"C",105,560,95,619,78,"H",NA,"C_560_619"
"C",105,568,67,586,47,"H",NA,"C_568_586"
"C",105,571,83,683,73,"H",NA,"C_571_683"
"C",105,583,72,509,62,"H",NA,"C_509_583"
"C",105,593,77,693,64,"H",NA,"C_593_693"
"C",105,612,72,555,66,"H",NA,"C_555_612"
"C",105,627,102,541,66,"H",NA,"C_541_627"
"C",105,644,90,813,87,"A",NA,"C_644_813"
"C",105,678,84,714,62,"H",NA,"C_678_714"
"C",105,722,81,629,66,"A",NA,"C_629_722"
"C",105,734,75,632,65,"H",NA,"C_632_734"
"C",105,740,82,848,60,"A",NA,"C_740_848"
"C",105,747,72,523,48,"A",NA,"C_523_747"
"C",105,767,77,756,51,"A",NA,"C_756_767"
"C",105,773,108,685,69,"H",NA,"C_685_773"
"C",105,777,69,679,66,"A",NA,"C_679_777"
"C",105,795,85,751,71,"H",NA,"C_751_795"
"C",105,804,75,506,65,"H",NA,"C_506_804"
"C",105,814,75,645,59,"H",NA,"C_645_814"
"C",105,816,62,743,59,"H",NA,"C_743_816"
"C",105,833,65,815,62,"A",NA,"C_815_833"
"C",106,577,86,595,72,"H",NA,"C_577_595"
"C",106,602,62,825,60,"H",NA,"C_602_825"
"C",106,604,86,515,70,"H",NA,"C_515_604"
"C",106,605,105,707,86,"H",NA,"C_605_707"
"C",106,624,74,587,67,"H",NA,"C_587_624"
"C",106,659,79,782,74,"A",NA,"C_659_782"
"C",106,663,74,578,68,"A",NA,"C_578_663"
"C",106,728,82,641,64,"H",NA,"C_641_728"
"C",106,738,94,625,89,"H",NA,"C_625_738"
"C",106,741,69,599,61,"A",NA,"C_599_741"
"C",106,744,82,658,71,"A",NA,"C_658_744"
"C",106,768,71,811,55,"H",NA,"C_768_811"
"C",106,776,64,777,58,"H",NA,"C_776_777"
"C",106,786,72,668,63,"A",NA,"C_668_786"
"C",106,829,79,731,68,"H",NA,"C_731_829"
"C",106,832,87,598,81,"H",NA,"C_598_832"
"C",106,846,57,530,52,"A",NA,"C_530_846"
"C",107,503,82,529,80,"A",NA,"C_503_529"
"C",107,510,84,850,71,"H",NA,"C_510_850"
"C",107,516,88,803,79,"A",NA,"C_516_803"
"C",107,521,89,676,80,"H",NA,"C_521_676"
"C",107,551,102,833,67,"H",NA,"C_551_833"
"C",107,555,68,517,54,"A",NA,"C_517_555"
"C",107,556,91,796,80,"H",NA,"C_556_796"
"C",107,569,67,779,64,"A",NA,"C_569_779"
"C",107,573,100,666,98,"A",NA,"C_573_666"
"C",107,581,89,520,77,"A",NA,"C_520_581"
"C",107,588,97,544,69,"H",NA,"C_544_588"
"C",107,592,81,518,64,"H",NA,"C_518_592"
"C",107,606,77,839,76,"A",NA,"C_606_839"
"C",107,607,89,732,72,"H",NA,"C_607_732"
"C",107,637,83,793,79,"H",NA,"C_637_793"
"C",107,639,58,669,52,"A",NA,"C_639_669"
"C",107,640,80,790,74,"H",NA,"C_640_790"
"C",107,642,66,692,65,"A",NA,"C_642_692"
"C",107,644,70,616,69,"A",NA,"C_616_644"
"C",107,648,127,838,77,"H",NA,"C_648_838"
"C",107,662,78,695,63,"H",NA,"C_662_695"
"C",107,670,76,720,68,"H",NA,"C_670_720"
"C",107,674,87,827,76,"H",NA,"C_674_827"
"C",107,675,85,655,48,"H",NA,"C_655_675"
"C",107,686,58,679,54,"H",NA,"C_679_686"
"C",107,696,93,548,77,"H",NA,"C_548_696"
"C",107,698,75,794,58,"A",NA,"C_698_794"
"C",107,708,60,830,45,"A",NA,"C_708_830"
"C",107,715,47,849,39,"H",NA,"C_715_849"
"C",107,717,75,527,72,"H",NA,"C_527_717"
"C",107,737,74,764,73,"A",NA,"C_737_764"
"C",107,740,81,586,65,"H",NA,"C_586_740"
"C",107,746,82,603,63,"H",NA,"C_603_746"
"C",107,749,85,575,72,"H",NA,"C_575_749"
"C",107,753,82,781,77,"H",NA,"C_753_781"
"C",107,766,104,627,92,"H",NA,"C_627_766"
"C",107,769,74,504,63,"H",NA,"C_504_769"
"C",107,798,62,690,50,"A",NA,"C_690_798"
"C",107,804,89,514,62,"H",NA,"C_514_804"
"C",107,813,78,533,74,"A",NA,"C_533_813"
"C",107,816,63,723,60,"A",NA,"C_723_816"
"C",107,826,73,534,64,"A",NA,"C_534_826"
"C",107,831,69,775,68,"A",NA,"C_775_831"
"C",107,843,80,559,62,"H",NA,"C_559_843"
"C",107,847,53,635,52,"H",NA,"C_635_847"
"C",108,502,72,824,55,"H",NA,"C_502_824"
"C",108,513,58,703,55,"A",NA,"C_513_703"
"C",108,519,73,672,69,"H",NA,"C_519_672"
"C",108,522,64,600,56,"A",NA,"C_522_600"
"C",108,528,70,657,69,"A",NA,"C_528_657"
"C",108,538,81,647,79,"A",NA,"C_538_647"
"C",108,539,73,818,43,"A",NA,"C_539_818"
"C",108,546,58,660,56,"A",NA,"C_546_660"
"C",108,549,70,780,43,"A",NA,"C_549_780"
"C",108,552,71,851,67,"A",NA,"C_552_851"
"C",108,554,72,590,49,"A",NA,"C_554_590"
"C",108,557,83,536,74,"H",NA,"C_536_557"
"C",108,574,54,535,51,"A",NA,"C_535_574"
"C",108,582,87,565,80,"A",NA,"C_565_582"
"C",108,594,96,540,43,"H",NA,"C_540_594"
"C",108,597,82,742,80,"A",NA,"C_597_742"
"C",108,605,88,543,70,"H",NA,"C_543_605"
"C",108,620,100,711,86,"A",NA,"C_620_711"
"C",108,622,56,844,47,"H",NA,"C_622_844"
"C",108,623,84,671,63,"H",NA,"C_623_671"
"C",108,633,67,835,64,"H",NA,"C_633_835"
"C",108,650,85,643,75,"A",NA,"C_643_650"
"C",108,651,72,617,69,"A",NA,"C_617_651"
"C",108,654,71,845,67,"H",NA,"C_654_845"
"C",108,664,96,716,84,"H",NA,"C_664_716"
"C",108,673,73,628,71,"A",NA,"C_628_673"
"C",108,678,86,626,77,"A",NA,"C_626_678"
"C",108,680,61,566,51,"A",NA,"C_566_680"
"C",108,687,74,579,64,"A",NA,"C_579_687"
"C",108,699,82,564,67,"A",NA,"C_564_699"
"C",108,700,84,712,74,"H",NA,"C_700_712"
"C",108,702,73,526,52,"H",NA,"C_526_702"
