DUN_a;MOR_a;POM_a;RPI_a;SAG_a;SE_a;WLK_a;BOB_a;RTH_a;WOL_a;COL_a;DOL_a;CNG_a;DC_a;WIL_a;DOK_a;PIG_a;RTR_a;CPR_a;REW_a;STH_a;SPW_a;PGH_a;CPA_a;DUN_b;MOR_b;POM_b;RPI_b;SAG_b;SE_b;WLK_b;BOB_b;RTH_b;WOL_b;COL_b;DOL_b;CNG_b;DC_b;WIL_b;DOK_b;PIG_b;RTR_b;CPR_b;REW_b;STH_b;SPW_b;PGH_b;CPA_b;id;season;team_a;team_b;pred_s;name_a;name_b;sag_a;sag_b;pred_g;pred_g + pred_s
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;75.3080028505;75.6608858429;77.1554378194;79.278878467;76.5550383743;77.0555972859;77.6818871863;75.863156003;75.3622923631;78.2355907613;75.5251414912;76.3448567288;76.7219793214;77.7271475791;74.9045305263;76.4491275188;76.2935950403;77.1588434294;76.325517562;77.0451693528;77.865652883;77.6171587578;74.3255613857;76.2435330823;S_556_570;S;556;570;0.8722389894;Colorado;Delaware;0.0551631491;-0.3721307635;0.6777826181;0.7750108038
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;91.1587415653;91.0988262551;89.0591679845;88.8161903676;89.5603734008;85.6996759493;88.0152375327;88.6528200223;88.7043940344;86.9343051778;85.6996759493;86.8851253196;91.6771985389;88.2278269292;88.1301982653;91.7096864783;92.3742689956;86.0630038149;89.5603734008;88.657732067;90.9715124712;86.8191635846;86.9522677762;95.5146417544;S_556_577;S;556;577;0.191484793;Colorado;Duke;0.0551631491;0.5650480015;0.2842098142;0.2378473036
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;73.7902636675;73.6451683094;73.792153085;74.9045305263;73.5435529588;75.0073905009;73.8610174615;72.8317816402;72.4208335399;74.7425685644;74.0190861984;73.633673159;72.4329146546;74.204699676;72.4759463944;73.0687653528;75.550639733;74.6934637343;71.8440415039;75.9510841567;74.0079413531;76.6485327067;72.7551214255;72.9691574053;S_556_580;S;556;580;0.8847794536;Colorado;E Kentucky;0.0551631491;-0.5891417191;0.7557780764;0.820278765
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;89.3045470028;88.4796604569;90.1626807895;92.7667517178;88.8161903676;88.3439269401;88.267360534;89.8913239986;90.066693833;90.5873099385;87.8470500379;88.262694952;88.1950946528;91.0702422785;88.3439269401;88.496864625;90.7397985044;89.37435815;90.847465327;93.5528090556;93.8245995038;90.0781159432;88.7616473385;89.9538734543;S_556_592;S;556;592;0.1704837845;Colorado;Florida;0.0551631491;0.5114213525;0.304010864;0.2372473242
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;81.4436430587;81.7619163059;81.366174752;84.7279654797;81.3145074761;83.9455991921;82.3189191367;82.6603732231;82.8100629194;85.4268110249;83.9919481415;84.2519688284;81.5292612911;83.7177509442;80.8786844236;81.0849897144;80.1287623358;84.3829166017;80.7187351871;85.9114487759;84.0359697475;84.2973125445;81.8023310629;82.37883232;S_556_599;S;556;599;0.62161303;Colorado;G Washington;0.0551631491;-0.0291581784;0.5333105129;0.5774617714
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;88.1825561182;86.1487315583;86.5315698491;85.9654551875;87.1944832984;85.007833236;87.3870214399;86.4918618816;85.1752185983;84.4690556721;86.6359944809;86.1065033864;87.0185861201;84.412701708;87.7859929247;88.0980290123;86.0794031427;86.6006373355;81.7551959822;84.5594242996;85.6834075612;87.7195698072;86.581080045;87.1534345421;S_556_607;S;556;607;0.2673953378;Colorado;Gonzaga;0.0551631491;0.3945593551;0.3496975462;0.308546442
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;80.02048965;81.3726506221;83.7011230071;82.4795315326;82.9542659225;84.3855020353;83.6184806882;81.8674340165;81.82136905;84.5594242996;83.8384762312;83.1939651277;82.0275384831;80.965746897;80.4350402801;82.3217636794;81.4311101424;83.7463342743;80.829231816;83.1295883692;82.7064234234;84.4930491273;82.0206392553;82.6399798686;S_556_612;S;556;612;0.5862027033;Colorado;Harvard;0.0551631491;0.0890046212;0.4808153872;0.5335090453
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;91.3222777075;91.9780300622;89.4976243547;85.4648643306;90.0921116041;86.6309823785;89.8996194941;88.3194852866;87.9654539005;86.7227444061;85.1609520273;85.937602999;94.092089024;85.6996759493;85.581266076;90.282552082;88.4454127419;84.0304074243;86.91281934;85.00586593;86.91281934;84.1853772352;84.5316973659;91.3640520151;S_556_628;S;556;628;0.2316590987;Colorado;Iowa;0.0551631491;0.603365642;0.2705482453;0.251103672
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;89.7081606001;86.4946899312;86.4580231363;90.0921116041;89.4976243547;88.7797671527;89.4603365619;91.4916230548;89.84351268;89.664728168;90.5008046206;90.0265862816;90.3313188691;90.3313188691;88.5837045192;89.0021070597;85.898015346;89.6974622815;88.8528615906;88.9869935563;88.936299249;88.5942185496;89.37435815;88.2278269292;S_556_629;S;556;629;0.1884450091;Colorado;Iowa St;0.0551631491;0.5605262361;0.2858491567;0.2371470829
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;89.860335978;86.3612637552;90.7132491557;96.3590719303;91.6128876907;89.0400795613;93.1071245687;93.5799312183;90.672499849;89.9538734543;90.3805687189;89.25743997;91.4868365331;96.0009254122;92.1539443029;91.3944519449;91.3038282215;95.5146417544;90.3805687189;89.3379400169;94.5879766401;89.4110322914;90.8203246122;93.3804301684;S_556_636;S;556;636;0.122870411;Colorado;Kansas;0.0551631491;0.7129544417;0.2338308125;0.1783506118
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;82.368930691;81.6549134325;81.1165823473;83.3753346727;81.2951957688;80.9970038407;79.9588822745;82.8564003918;83.2113032324;82.0677747519;80.9707421828;79.6779516836;82.0137448052;85.2989597999;85.2275909509;81.4245988407;80.8169019641;79.5225397422;83.4717549108;83.2705128403;82.4434447922;82.4434447922;81.6018232517;81.9999701964;S_556_637;S;556;637;0.5146593466;Colorado;Kansas St;0.0551631491;-0.0305498013;0.5339266514;0.524292999
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;86.5600860148;85.8423316171;88.9269639661;88.5662259782;88.1140906567;84.7850021943;88.2872329671;87.0597592448;86.5991805673;84.8687584761;85.7257867227;84.9415863435;88.5662259782;86.4336954855;83.3753346727;89.394700804;88.3944369203;86.6327719555;85.2580894073;84.6939523716;88.0820130218;86.7959700776;85.0671028455;87.4040622652;S_556_640;S;556;640;0.2687678107;Colorado;Kentucky;0.0551631491;0.4608272741;0.3233843267;0.2960760687
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;94.1605046002;96.7504136596;93.7219831863;84.6901826982;90.1155246325;84.9980020454;89.7928193057;85.5020945908;86.7644818676;85.4097547112;84.6600935815;84.9622596263;94.4361929321;84.46739226;90.9575715459;95.0094057163;94.809793082;83.7463342743;84.5594242996;87.5073536771;89.1071916085;86.2423301332;85.3297689239;94.3184589192;S_556_651;S;556;651;0.2387790918;Colorado;Louisville;0.0551631491;0.6050528106;0.2699562951;0.2543676935
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;76.7664560961;76.866912442;78.7227496458;78.5040055319;78.0957540912;80.2750567276;78.2761155823;77.2377716581;76.947725961;79.9726648907;79.3466678034;78.8809843704;77.3375197224;78.6181897187;74.4050570008;76.9940633872;78.0705847014;79.114683836;77.9553067732;78.7479534534;79.1216155273;79.9416749207;77.8309185202;77.865652883;S_556_658;S;556;658;0.8061179058;Colorado;Manhattan;0.0551631491;-0.2611050921;0.6332260056;0.7196719557
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;83.482951128;83.0000689286;84.2598220812;89.5603734008;84.5594242996;86.834674397;86.4873396218;86.9858470163;85.6172567319;88.3913625496;90.6553430611;88.2977824595;84.0750151553;88.2607521115;84.8907275228;83.0230589634;83.1935049235;91.0621065032;86.681284732;87.0079266059;85.0770286552;88.5627369664;88.1950946528;82.9086960098;S_556_663;S;556;663;0.5062693249;Colorado;Massachusetts;0.0551631491;0.2046741016;0.4298271806;0.4680482527
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;85.590302085;84.1273762411;85.5281126176;84.7090501428;85.443909232;85.4858829207;84.6713628164;84.5466146371;85.1587597007;84.9801612447;84.5705435841;84.6184782474;85.1770497125;84.2331532086;87.2635279858;84.5316973659;86.6184696052;85.2189011618;84.7279654797;85.0770286552;83.2918500943;84.0593739932;85.1972231089;84.0750151553;S_556_666;S;556;666;0.3865206707;Colorado;Memphis;0.0551631491;0.2684110599;0.4022865981;0.3944036344
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;78.8516432512;78.2781538288;77.0319060093;79.4545058025;77.9453210424;77.5263646253;77.8299271771;76.9417936383;76.1322676737;78.5548576444;77.2337933204;77.1095046561;77.985300606;77.4728933285;76.3574910005;78.0806477384;78.6181897187;80.0541891513;78.4112131559;78.9767540447;76.4698043142;79.5454001343;77.0983190462;78.1361072875;S_556_667;S;556;667;0.7971385717;Colorado;Mercer;0.0551631491;-0.2719454633;0.6376934409;0.7174160063
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;89.0079313798;92.3368090232;87.7255767858;87.1807692274;88.4113766028;84.8136861803;86.3277404246;86.2423301332;86.7644818676;86.7435781231;82.091237393;83.1608922598;89.394700804;88.7797671527;88.4796604569;87.2496552079;89.8861461872;82.2418272145;88.5314355592;88.2872329671;88.3021839935;83.2421447855;83.5041401011;90.847465327;S_556_670;S;556;670;0.2603763183;Colorado;Michigan;0.0551631491;0.4822500268;0.3151019448;0.2877391315
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;89.3045470028;92.2996515197;89.7098267914;88.5314355592;91.7753442034;90.0225191004;89.5856878841;90.7357045846;89.3909962309;89.2269505467;89.6111272093;90.2257837062;89.7752348817;90.9022059121;91.4868365331;89.8193100865;89.5603734008;88.2067627746;88.2278269292;88.8528615906;88.3775489952;88.7544163964;89.5393723649;89.1947480247;S_556_671;S;556;671;0.1333012083;Colorado;Michigan St;0.0551631491;0.7246612369;0.2301203106;0.1817107594
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;65.8162938116;69.0614288943;67.2034553717;67.5114125783;66.2793019913;67.7827586732;65.8872789762;66.5062244183;65.3352216597;66.1950740822;66.8752341451;65.496136778;65.9372447179;67.407412946;67.8665308217;65.7281915357;68.0905872756;67.1517213569;71.2954010697;65.7053048115;66.6574611414;66.2039541907;66.4289170094;66.2894912739;S_556_686;S;556;686;0.7231362395;Colorado;Mt St Mary's;0.0551631491;-1.1126116441;0.887048603;0.8050924213
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;77.350861937;78.9341115729;78.865083948;82.6252791779;78.7753060314;80.8107419998;78.9703496377;78.3543861786;78.0208191636;81.250850574;78.8682626471;78.3081586409;78.9128373712;80.829231816;76.6708158804;78.8016544344;80.3993055291;83.2461916834;77.2510391762;80.5440915732;79.6156537526;82.024778218;77.9752965399;79.465557809;S_556_689;S;556;689;0.7855447331;Colorado;N Dakota St;0.0551631491;-0.2121358309;0.6127682586;0.6991564959
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;74.3631862547;72.0636426859;74.5521544117;75.1452405466;75.2491683303;77.8408352059;76.1022063469;74.748450991;74.1586255856;76.6037909944;75.0762138438;76.0471544763;73.5070615739;73.418058465;72.7314320203;74.6112368302;74.4260183363;75.9073396703;76.5735163508;79.0731646932;75.3622923631;76.9176686027;73.9564056102;76.6568858721;S_556_694;S;556;694;0.8963562368;Colorado;NC Central;0.0551631491;-0.4662331971;0.7132071621;0.8047816995
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;80.1650621995;79.4434627869;78.5040055319;80.2750567276;78.0504774321;77.9253678105;79.1897268939;79.78313211;80.6589050783;79.656883246;79.8491522104;79.0447411187;78.267965237;80.7431988697;81.5161218045;79.1054468556;77.8706208837;78.4046064696;81.2823403832;79.6055948581;80.3399812476;81.019562776;80.0360272137;78.3189744513;S_556_695;S;556;695;0.6807441286;Colorado;NC State;0.0551631491;-0.2643677781;0.6345730449;0.6576585868
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;79.1552558165;79.9554389475;78.8069297729;80.2397878188;78.5661812408;77.5507245425;78.811151406;79.5963164611;79.888322985;78.7513936561;79.1507658082;78.553359566;79.0624202371;80.2750567276;80.4948353343;78.3291962564;77.1316164753;79.4726674307;81.8768433075;80.1392381101;80.3666412697;78.0997848487;79.1270091916;80.0765146338;S_556_698;S;556;698;0.7134478681;Colorado;Nebraska;0.0551631491;-0.2272055936;0.6191101873;0.6662790277
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;82.8668353185;84.2242837834;83.232709357;85.8756861964;83.0307355367;85.5919462752;82.9268962306;83.8493982802;84.0182848862;85.1587597007;85.0889577383;84.1026926049;81.3726506221;84.8232723349;85.7871064428;82.9162749585;83.8859115356;86.0335876096;86.4580231363;86.0335876096;85.2123907962;86.5020487652;85.5706024686;83.0461086281;S_556_701;S;556;701;0.5045406215;Colorado;New Mexico;0.0551631491;0.0945151058;0.4783686378;0.4914546296
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;79.6893934097;77.9702968054;79.3883816372;79.4324287355;79.1648226433;79.1486044624;79.4258125963;78.2907027079;78.7944638353;79.7028449301;78.4544465675;78.8641491682;78.7437498452;79.2244500283;78.8492008146;79.9267805993;79.688528577;79.8550069422;79.465557809;79.0925251844;79.3664111822;79.9004714562;78.529881227;79.2679757298;S_556_702;S;556;702;0.7210442309;Colorado;New Mexico St;0.0551631491;-0.1840668349;0.600854727;0.660949479
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;84.4449078023;86.7959700776;86.2305563216;83.7344124879;84.8232723349;83.0000689286;84.7393378087;83.7678371793;84.409399644;82.7367840889;83.4523831444;83.5404831157;83.6845284825;85.2377425165;84.7374412118;85.360713784;82.5448375634;84.4178935382;89.9538734543;84.1695163558;86.295578969;83.1435789285;84.2420327119;86.2423301332;S_556_708;S;556;708;0.41076919;Colorado;North Carolina;0.0551631491;0.2236872816;0.4215578778;0.4161635339
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;89.6782613604;92.08277659;90.7933344516;87.3756880789;90.4805611524;87.2913705753;88.8749850087;89.4451161549;87.6657856957;86.6606576319;88.3071766146;88.6992277673;90.5313264408;86.7831222387;90.9854937092;90.5569065122;88.9456508568;87.6087076054;84.9004148184;85.0770286552;88.3021839935;87.4297159481;88.4283684172;88.5314355592;S_556_720;S;556;720;0.1726000064;Colorado;Ohio St;0.0551631491;0.6313577443;0.2608333426;0.2167166745
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;83.9317858814;82.0690347697;82.4218585124;86.6560830509;83.2563172001;84.7279654797;83.909733688;85.1322521478;85.1752185983;86.1656496981;86.7116615224;86.3683287775;83.7177509442;87.9398738965;85.1569332762;83.415377081;82.8332546203;86.0777613675;87.9398738965;86.7269055754;85.6834075612;85.8913087597;85.9994336812;85.0770286552;S_556_721;S;556;721;0.5003226312;Colorado;Oklahoma;0.0551631491;0.1107707689;0.4711573319;0.4857399815
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;88.2051457367;88.1463521511;89.0021070597;84.8041124678;89.8637697773;85.9994336812;90.0087151527;88.3892351403;86.7644818676;85.1752185983;86.061038641;85.7265562107;92.0126840015;84.6338644389;87.085634991;90.1626807895;88.496864625;86.0043020187;83.9199647131;83.9816252202;85.1218652902;84.3457822197;85.6455985385;89.5603734008;S_556_722;S;556;722;0.2417719272;Colorado;Oklahoma St;0.0551631491;0.5869110785;0.2763640261;0.2590679766
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;85.3862069359;84.0576379841;84.5316973659;83.9885056901;85.0472921761;84.4036244474;87.0399613292;85.9706713219;85.4954579517;83.9199647131;85.6996759493;85.1192200681;85.0969214778;83.9713155703;86.834674397;85.2682848444;85.360713784;85.6072326193;83.6184806882;83.1856851632;85.2580894073;84.8136861803;86.5069594029;85.6348343542;S_556_725;S;556;725;0.3647117254;Colorado;Oregon;0.0551631491;0.2398303981;0.4145710165;0.389641371
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;87.6657856957;88.2278269292;89.4356259889;84.7850021943;87.548017863;86.0909070746;89.3379400169;86.7516097055;88.5314355592;86.538298431;86.8191635846;87.0816703605;87.6657856957;84.5779655426;86.91281934;88.3271920812;84.7659411671;84.8631199147;85.8312502116;85.519646;86.5686660359;86.5910288918;85.9204194575;86.0335876096;S_556_731;S;556;731;0.2613959648;Colorado;Pittsburgh;0.0551631491;0.4200354452;0.3394621854;0.3004290751
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;81.2912386431;80.9159151117;81.2630857852;81.7149660149;80.6577999988;80.829231816;79.9657717192;80.8977618594;81.1154319463;81.5699781728;81.7794097826;81.9490880233;80.5128322876;82.0967958526;82.2579635985;80.4768654609;80.8539313825;80.5239868911;82.6399798686;82.5346490065;81.427853995;79.8184582516;81.6084447667;81.5161218045;S_556_737;S;556;737;0.5968920145;Colorado;Providence;0.0551631491;-0.0764812424;0.5541935555;0.575542785
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;85.443909232;81.9999701964;84.6151853006;87.6657856957;86.1139756282;87.2220057727;85.9519123948;88.5074786531;89.6297077522;91.5151909413;87.2524271896;86.2798719527;85.942899184;87.3756880789;85.1168695792;86.0794031427;84.8617422583;86.7138369626;94.3184589192;92.6056893958;86.1895153486;90.1202203592;87.1944832984;84.9004148184;S_556_754;S;556;754;0.3715366961;Colorado;San Diego St;0.0551631491;0.3166967824;0.381815691;0.3766761936
82.9402197493;82.4218585124;82.2438427948;86.0107987163;83.0769350732;83.6679671781;84.201270215;85.458409869;85.5300382989;84.6050162051;86.7421870365;85.3558506478;82.6547038971;86.2896407139;84.7564290132;82.5302858662;81.8429063924;87.3676060717;82.7733500409;84.1063902446;83.1505825848;84.865600348;85.5706024686;81.6349729047;78.3969868738;73.8905844866;77.6926992983;78.4730124119;76.777950889;79.9210566261;77.7824119599;77.5117651609;77.7361067136;83.008422071;79.8355014693;79.6363872267;76.843460733;78.2374389431;77.8954833137;77.1078263763;76.7686108393;78.2599645398;76.4078387279;82.4564201761;79.4407034347;83.6184806882;78.2221979005;78.5040055319;S_556_765;S;556;765;0.8124586018;Colorado;SF Austin;0.0551631491;-0.3560674422;0.6715101021;0.7419843519
