"season","daynum","wteam","lteam","pct_both_tourney","id"
"C",110,853,831,0.038,"C_831_853"
"C",111,541,658,0.018,"C_541_658"
"C",111,546,651,0.261,"C_546_651"
"C",111,551,595,0.818,"C_551_595"
"C",111,587,626,0.005,"C_587_626"
"C",111,611,615,0.006,"C_611_615"
"C",111,642,616,0.001,"C_616_642"
"C",111,659,744,0.003,"C_659_744"
"C",111,678,624,0.096,"C_624_678"
"C",111,704,782,0.002,"C_704_782"
"C",111,766,653,0.008,"C_653_766"
"C",111,778,764,0.124,"C_764_778"
"C",111,779,596,0.004,"C_596_779"
"C",111,780,573,0.034,"C_573_780"
"C",111,802,597,0.03,"C_597_802"
"C",111,828,576,0.006,"C_576_828"
"C",111,835,803,0.001,"C_803_835"
"C",112,510,550,0.002,"C_510_550"
"C",112,554,850,0.001,"C_554_850"
"C",112,562,714,0.008,"C_562_714"
"C",112,568,832,0.004,"C_568_832"
"C",112,594,590,0.009,"C_590_594"
"C",112,635,583,0.003,"C_583_635"
"C",112,636,556,0.175,"C_556_636"
"C",112,648,777,0.024,"C_648_777"
"C",112,679,838,0.001,"C_679_838"
"C",112,692,522,0.007,"C_522_692"
"C",112,701,817,0.19,"C_701_817"
"C",112,705,765,0.001,"C_705_765"
"C",112,729,720,0.01,"C_720_729"
"C",112,743,509,0.004,"C_509_743"
"C",112,776,745,0.001,"C_745_776"
"C",112,786,829,0.224,"C_786_829"
"C",112,788,767,0.05,"C_767_788"
"C",112,843,661,0.032,"C_661_843"
"C",112,846,575,0.001,"C_575_846"
"C",112,847,602,0.01,"C_602_847"
"C",112,853,599,0.187,"C_599_853"
"C",112,855,677,0.001,"C_677_855"
"C",113,526,699,0.009,"C_526_699"
"C",113,528,712,0.013,"C_528_712"
"C",113,559,717,0.21,"C_559_717"
"C",113,589,766,0.007,"C_589_766"
"C",113,671,670,0.965,"C_670_671"
"C",113,731,603,0.013,"C_603_731"
"C",113,736,728,0.049,"C_728_736"
"C",113,789,779,0.127,"C_779_789"
"C",113,790,675,0.186,"C_675_790"
"C",114,515,769,0.946,"C_515_769"
"C",114,530,678,0.013,"C_530_678"
"C",114,577,551,0.881,"C_551_577"
"C",114,581,537,0.005,"C_537_581"
"C",114,597,756,0.002,"C_597_756"
"C",114,604,504,0.055,"C_504_604"
"C",114,606,595,0.224,"C_595_606"
"C",114,610,707,0.001,"C_610_707"
"C",114,623,715,0.027,"C_623_715"
"C",114,624,587,0.04,"C_587_624"
"C",114,626,749,0.021,"C_626_749"
"C",114,628,738,0.114,"C_628_738"
"C",114,629,637,0.03,"C_629_637"
"C",114,640,592,0.256,"C_592_640"
"C",114,641,578,0.014,"C_578_641"
"C",114,642,517,0.002,"C_517_642"
"C",114,661,529,0.003,"C_529_661"
"C",114,666,801,0.016,"C_666_801"
"C",114,669,719,0.003,"C_669_719"
"C",114,673,729,0.01,"C_673_729"
"C",114,674,655,0.108,"C_655_674"
"C",114,695,830,0.038,"C_695_830"
"C",114,698,676,0.484,"C_676_698"
"C",114,721,521,0.034,"C_521_721"
"C",114,722,796,0.19,"C_722_796"
"C",114,723,509,0.001,"C_509_723"
"C",114,737,668,0.156,"C_668_737"
"C",114,741,663,0.743,"C_663_741"
"C",114,743,602,0.013,"C_602_743"
"C",114,764,746,0.032,"C_746_764"
"C",114,778,527,0.056,"C_527_778"
"C",114,780,772,0.085,"C_772_780"
"C",114,793,794,0.006,"C_793_794"
"C",114,810,818,0.073,"C_810_818"
"C",114,814,585,0.001,"C_585_814"
"C",114,816,825,0.001,"C_816_825"
"C",114,827,518,0.384,"C_518_827"
"C",114,831,569,0.022,"C_569_831"
"C",114,836,798,0.024,"C_798_836"
"C",114,847,583,0.006,"C_583_847"
"C",114,849,845,0.019,"C_845_849"
"C",115,503,639,0.002,"C_503_639"
"C",115,511,726,0.095,"C_511_726"
"C",115,513,835,0.001,"C_513_835"
"C",115,516,633,0.007,"C_516_633"
"C",115,528,799,0.004,"C_528_799"
"C",115,535,699,0.029,"C_535_699"
"C",115,536,502,0.005,"C_502_536"
"C",115,539,841,0.013,"C_539_841"
"C",115,541,589,0.01,"C_541_589"
"C",115,549,805,0.161,"C_549_805"
"C",115,554,784,0.001,"C_554_784"
"C",115,568,510,0.011,"C_510_568"
"C",115,580,672,0.009,"C_580_672"
"C",115,582,681,0.005,"C_582_681"
"C",115,588,679,0.001,"C_588_679"
"C",115,594,543,0.004,"C_543_594"
"C",115,598,522,0.002,"C_522_598"
"C",115,613,742,0.023,"C_613_742"
"C",115,622,552,0.095,"C_552_622"
"C",115,625,720,0.069,"C_625_720"
"C",115,627,659,0.004,"C_627_659"
"C",115,648,776,0.044,"C_648_776"
"C",115,660,651,0.095,"C_651_660"
"C",115,687,519,0.02,"C_519_687"
"C",115,701,824,0.071,"C_701_824"
"C",115,702,538,0.004,"C_538_702"
"C",115,703,650,0.005,"C_650_703"
"C",115,711,757,0.003,"C_711_757"
"C",115,712,570,0.008,"C_570_712"
"C",115,725,512,0.049,"C_512_725"
"C",115,727,564,0.003,"C_564_727"
"C",115,730,607,0.076,"C_607_730"
"C",115,732,652,0.002,"C_652_732"
"C",115,733,680,0.001,"C_680_733"
"C",115,744,782,0.005,"C_744_782"
"C",115,752,605,0.001,"C_605_752"
"C",115,768,803,0.005,"C_768_803"
"C",115,771,617,0.004,"C_617_771"
"C",115,777,686,0.002,"C_686_777"
"C",115,783,840,0.762,"C_783_840"
"C",115,789,775,0.072,"C_775_789"
"C",115,791,797,0.001,"C_791_797"
"C",115,795,812,0.009,"C_795_812"
"C",115,800,590,0.001,"C_590_800"
"C",115,802,754,0.007,"C_754_802"
"C",115,811,643,0.003,"C_643_811"
"C",115,820,716,0.001,"C_716_820"
"C",115,822,620,0.071,"C_620_822"
"C",115,826,855,0.013,"C_826_855"
"C",115,834,534,0.004,"C_534_834"
"C",115,839,662,0.762,"C_662_839"
"C",115,842,565,0.003,"C_565_842"
"C",115,844,851,0.008,"C_844_851"
"C",116,576,657,0.001,"C_576_657"
"C",116,615,700,0.004,"C_615_700"
"C",116,704,653,0.004,"C_653_704"
"C",116,728,567,0.001,"C_567_728"
"C",116,736,612,0.027,"C_612_736"
"C",116,753,758,0.04,"C_753_758"
"C",116,755,781,0.004,"C_755_781"
"C",116,766,658,0.009,"C_658_766"
"C",116,854,561,0.001,"C_561_854"
"C",117,504,655,0.015,"C_504_655"
"C",117,508,734,0.001,"C_508_734"
"C",117,510,815,0.002,"C_510_815"
"C",117,511,725,0.1,"C_511_725"
"C",117,512,726,0.033,"C_512_726"
"C",117,515,518,0.44,"C_515_518"
"C",117,519,797,0.002,"C_519_797"
"C",117,520,690,0.006,"C_520_690"
"C",117,521,793,0.052,"C_521_793"
"C",117,526,822,0.067,"C_526_822"
"C",117,528,570,0.013,"C_528_570"
"C",117,529,719,0.001,"C_529_719"
"C",117,533,517,0.001,"C_517_533"
"C",117,535,844,0.031,"C_535_844"
"C",117,539,840,0.133,"C_539_840"
"C",117,543,590,0.001,"C_543_590"
"C",117,546,780,0.394,"C_546_780"
"C",117,549,573,0.078,"C_549_573"
"C",117,552,574,0.088,"C_552_574"
"C",117,558,854,0.001,"C_558_854"
"C",117,559,829,0.21,"C_559_829"
"C",117,560,610,0.002,"C_560_610"
"C",117,568,600,0.001,"C_568_600"
"C",117,569,741,0.18,"C_569_741"
"C",117,576,700,0.001,"C_576_700"
"C",117,580,792,0.002,"C_580_792"
"C",117,582,680,0.002,"C_582_680"
"C",117,588,838,0.001,"C_588_838"
"C",117,594,800,0.003,"C_594_800"
"C",117,597,756,0.002,"C_597_756"
"C",117,603,527,0.01,"C_527_603"
"C",117,607,652,0.019,"C_607_652"
"C",117,611,828,0.006,"C_611_828"
"C",117,613,802,0.021,"C_613_802"
"C",117,620,699,0.007,"C_620_699"
"C",117,622,654,0.069,"C_622_654"
"C",117,624,562,0.187,"C_562_624"
"C",117,626,714,0.004,"C_626_714"
"C",117,632,685,0.001,"C_632_685"
"C",117,635,509,0.001,"C_509_635"
"C",117,636,629,0.11,"C_629_636"
"C",117,641,831,0.008,"C_641_831"
"C",117,642,555,0.003,"C_555_642"
"C",117,643,633,0.001,"C_633_643"
"C",117,648,679,0.003,"C_648_679"
"C",117,650,516,0.021,"C_516_650"
"C",117,662,606,0.21,"C_606_662"
"C",117,663,779,0.183,"C_663_779"
"C",117,666,651,0.101,"C_651_666"
"C",117,669,661,0.004,"C_661_669"
"C",117,671,849,0.232,"C_671_849"
"C",117,672,682,0.001,"C_672_682"
"C",117,674,675,0.179,"C_674_675"
"C",117,677,534,0.001,"C_534_677"
"C",117,678,575,0.004,"C_575_678"
"C",117,687,791,0.01,"C_687_791"
"C",117,695,708,0.183,"C_695_708"
"C",117,698,556,0.144,"C_556_698"
"C",117,702,711,0.005,"C_702_711"
"C",117,703,803,0.002,"C_703_803"
"C",117,705,751,0.001,"C_705_751"
"C",117,712,799,0.001,"C_712_799"
"C",117,713,842,0.008,"C_713_842"
"C",117,715,720,0.003,"C_715_720"
"C",117,716,795,0.003,"C_716_795"
"C",117,721,676,0.057,"C_676_721"
"C",117,722,637,0.19,"C_637_722"
"C",117,723,602,0.005,"C_602_723"
"C",117,724,696,0.003,"C_696_724"
"C",117,727,807,0.005,"C_727_807"
"C",117,728,612,0.004,"C_612_728"
"C",117,729,738,0.098,"C_729_738"
"C",117,730,732,0.017,"C_730_732"
"C",117,731,737,0.051,"C_731_737"
"C",117,733,681,0.005,"C_681_733"
"C",117,736,567,0.02,"C_567_736"
"C",117,743,825,0.003,"C_743_825"
"C",117,746,786,0.173,"C_746_786"
"C",117,747,683,0.004,"C_683_747"
"C",117,749,530,0.008,"C_530_749"
"C",117,754,742,0.008,"C_742_754"
"C",117,755,753,0.008,"C_753_755"
"C",117,762,579,0.003,"C_579_762"
"C",117,768,835,0.004,"C_768_835"
"C",117,769,592,0.21,"C_592_769"
"C",117,772,801,0.013,"C_772_801"
"C",117,775,596,0.004,"C_596_775"
"C",117,781,758,0.01,"C_758_781"
"C",117,783,841,0.098,"C_783_841"
"C",117,788,701,0.743,"C_701_788"
"C",117,790,827,0.721,"C_790_827"
"C",117,796,794,0.002,"C_794_796"
"C",117,798,537,0.002,"C_537_798"
"C",117,804,773,0.002,"C_773_804"
"C",117,805,617,0.007,"C_617_805"
"C",117,809,554,0.015,"C_554_809"
"C",117,811,513,0.005,"C_513_811"
"C",117,812,820,0.002,"C_812_820"
"C",117,814,848,0.001,"C_814_848"
"C",117,816,583,0.015,"C_583_816"
"C",117,817,536,0.012,"C_536_817"
"C",117,821,502,0.024,"C_502_821"
"C",117,830,551,0.198,"C_551_830"
"C",117,836,581,0.06,"C_581_836"
"C",117,839,595,0.776,"C_595_839"
"C",117,846,587,0.005,"C_587_846"
"C",117,851,845,0.005,"C_845_851"
"C",117,852,557,0.242,"C_557_852"
"C",117,853,578,0.049,"C_578_853"
"C",118,538,757,0.001,"C_538_757"
"C",118,576,700,0.003,"C_576_700"
"C",118,577,810,1,"C_577_810"
"C",118,589,782,0.002,"C_589_782"
"C",118,615,657,0.002,"C_615_657"
"C",118,623,628,0.132,"C_623_628"
"C",118,627,653,0.012,"C_627_653"
"C",118,640,604,0.268,"C_604_640"
"C",118,659,541,0.004,"C_541_659"
"C",118,668,717,0.178,"C_668_717"
"C",118,670,625,0.965,"C_625_670"
"C",118,704,658,0.015,"C_658_704"
"C",118,744,766,0.018,"C_744_766"
"C",118,771,660,0.025,"C_660_771"
"C",118,789,599,0.384,"C_599_789"
"C",118,843,764,0.096,"C_764_843"
"C",119,503,719,0.001,"C_503_719"
"C",119,530,562,0.034,"C_530_562"
"C",119,537,520,0.005,"C_520_537"
"C",119,547,522,0.001,"C_522_547"
"C",119,559,737,0.165,"C_559_737"
"C",119,560,665,0.002,"C_560_665"
"C",119,624,714,0.01,"C_624_714"
"C",119,626,575,0.002,"C_575_626"
"C",119,632,608,0.002,"C_608_632"
"C",119,635,602,0.002,"C_602_635"
"C",119,636,721,0.133,"C_636_721"
"C",119,639,661,0.001,"C_639_661"
"C",119,650,803,0.003,"C_650_803"
"C",119,678,587,0.008,"C_587_678"
"C",119,703,633,0.002,"C_633_703"
"C",119,743,723,0.008,"C_723_743"
"C",119,747,619,0.001,"C_619_747"
"C",119,768,513,0.011,"C_513_768"
"C",119,804,508,0.001,"C_508_804"
"C",119,805,707,0.004,"C_707_805"
"C",119,811,516,0.027,"C_516_811"
"C",119,821,817,0.072,"C_817_821"
"C",119,826,677,0.005,"C_677_826"
"C",119,834,855,0.003,"C_834_855"
"C",119,835,643,0.001,"C_643_835"
"C",119,836,690,0.013,"C_690_836"
"C",119,846,749,0.005,"C_749_846"
"C",119,847,825,0.005,"C_825_847"
"C",120,519,762,0.005,"C_519_762"
"C",120,623,625,0.763,"C_623_625"
"C",120,662,830,0.225,"C_662_830"
"C",120,672,580,0.007,"C_580_672"
"C",120,687,792,0.01,"C_687_792"
"C",120,708,839,0.922,"C_708_839"
"C",120,722,793,0.092,"C_722_793"
"C",120,731,829,0.045,"C_731_829"
"C",120,741,853,0.499,"C_741_853"
"C",120,764,668,0.101,"C_668_764"
"C",120,769,604,0.311,"C_604_769"
"C",120,778,786,0.517,"C_778_786"
"C",120,791,579,0.004,"C_579_791"
"C",121,503,661,0.003,"C_503_661"
"C",121,504,675,0.028,"C_504_675"
"C",121,520,836,0.061,"C_520_836"
"C",121,521,629,0.041,"C_521_629"
"C",121,527,843,0.053,"C_527_843"
"C",121,569,578,0.038,"C_569_578"
"C",121,577,606,0.225,"C_577_606"
"C",121,581,798,0.013,"C_581_798"
"C",121,582,621,0.001,"C_582_621"
"C",121,596,779,0.004,"C_596_779"
"C",121,599,831,0.06,"C_599_831"
"C",121,628,715,0.004,"C_628_715"
"C",121,637,794,0.005,"C_637_794"
"C",121,640,518,0.684,"C_518_640"
"C",121,669,529,0.002,"C_529_669"
"C",121,670,729,0.147,"C_670_729"
"C",121,674,515,0.951,"C_515_674"
"C",121,676,556,0.072,"C_556_676"
"C",121,698,796,0.177,"C_698_796"
"C",121,713,565,0.003,"C_565_713"
"C",121,717,603,0.021,"C_603_717"
"C",121,720,849,0.009,"C_720_849"
"C",121,738,673,0.052,"C_673_738"
"C",121,772,651,0.08,"C_651_772"
"C",121,775,663,0.052,"C_663_775"
"C",121,780,660,0.127,"C_660_780"
"C",121,790,592,0.215,"C_592_790"
"C",121,801,573,0.002,"C_573_801"
"C",121,825,583,0.002,"C_583_825"
"C",121,826,834,0.019,"C_826_834"
"C",121,827,655,0.051,"C_655_827"
"C",121,842,733,0.004,"C_733_842"
"C",122,511,539,0.163,"C_511_539"
"C",122,536,701,0.063,"C_536_701"
"C",122,538,564,0.001,"C_538_564"
"C",122,549,546,0.707,"C_546_549"
"C",122,551,695,0.236,"C_551_695"
"C",122,554,540,0.001,"C_540_554"
"C",122,557,502,0.014,"C_502_557"
"C",122,594,543,0.004,"C_543_594"
"C",122,597,754,0.022,"C_597_754"
"C",122,605,784,0.001,"C_605_784"
"C",122,613,756,0.007,"C_613_756"
"C",122,648,679,0.001,"C_648_679"
"C",122,666,617,0.013,"C_617_666"
"C",122,683,610,0.001,"C_610_683"
"C",122,686,777,0.002,"C_686_777"
"C",122,699,711,0.003,"C_699_711"
"C",122,727,526,0.011,"C_526_727"
"C",122,747,707,0.001,"C_707_747"
"C",122,767,742,0.008,"C_742_767"
"C",122,783,512,0.498,"C_512_783"
"C",122,786,731,0.151,"C_731_786"
"C",122,788,802,0.092,"C_788_802"
"C",122,795,820,0.003,"C_795_820"
"C",122,805,771,0.023,"C_771_805"
"C",122,807,757,0.001,"C_757_807"
"C",122,809,752,0.002,"C_752_809"
"C",122,810,841,0.078,"C_810_841"
"C",122,812,705,0.007,"C_705_812"
"C",122,815,833,0.001,"C_815_833"
"C",122,817,852,0.173,"C_817_852"
"C",122,821,824,0.051,"C_821_824"
"C",122,822,702,0.043,"C_702_822"
"C",122,838,776,0.003,"C_776_838"
"C",122,840,818,0.047,"C_818_840"
"C",123,509,847,0.002,"C_509_847"
"C",123,510,598,0.003,"C_510_598"
"C",123,530,575,0.002,"C_530_575"
"C",123,547,815,0.001,"C_547_815"
"C",123,554,809,0.014,"C_554_809"
"C",123,582,733,0.003,"C_582_733"
"C",123,588,838,0.001,"C_588_838"
"C",123,594,605,0.008,"C_594_605"
"C",123,612,854,0.001,"C_612_854"
"C",123,643,803,0.003,"C_643_803"
"C",123,648,686,0.012,"C_648_686"
"C",123,658,782,0.002,"C_658_782"
"C",123,659,589,0.001,"C_589_659"
"C",123,712,657,0.002,"C_657_712"
"C",123,713,566,0.001,"C_566_713"
"C",123,723,635,0.003,"C_635_723"
"C",123,736,558,0.008,"C_558_736"
"C",123,740,813,0.001,"C_740_813"
"C",123,743,602,0.016,"C_602_743"
"C",123,749,714,0.001,"C_714_749"
"C",123,816,825,0.009,"C_816_825"
"C",123,835,633,0.001,"C_633_835"
"C",124,504,515,0.147,"C_504_515"
"C",124,510,547,0.002,"C_510_547"
"C",124,511,783,1,"C_511_783"
"C",124,512,539,0.104,"C_512_539"
"C",124,513,650,0.006,"C_513_650"
"C",124,520,661,0.007,"C_520_661"
"C",124,526,620,0.011,"C_526_620"
"C",124,528,712,0.011,"C_528_712"
"C",124,530,562,0.029,"C_530_562"
"C",124,535,654,0.034,"C_535_654"
"C",124,536,824,0.005,"C_536_824"
"C",124,538,807,0.001,"C_538_807"
"C",124,546,617,0.024,"C_546_617"
"C",124,549,780,0.447,"C_549_780"
"C",124,554,594,0.031,"C_554_594"
"C",124,556,793,0.008,"C_556_793"
"C",124,559,778,0.684,"C_559_778"
"C",124,564,757,0.001,"C_564_757"
"C",124,568,550,0.005,"C_550_568"
"C",124,570,799,0.004,"C_570_799"
"C",124,574,845,0.024,"C_574_845"
"C",124,576,828,0.005,"C_576_828"
"C",124,577,708,1,"C_577_708"
"C",124,581,798,0.018,"C_581_798"
"C",124,595,830,0.136,"C_595_830"
"C",124,599,775,0.074,"C_599_775"
"C",124,604,790,0.297,"C_604_790"
"C",124,607,652,0.015,"C_607_652"
"C",124,613,597,0.046,"C_597_613"
"C",124,615,611,0.006,"C_611_615"
"C",124,624,749,0.064,"C_624_749"
"C",124,627,659,0.017,"C_627_659"
"C",124,628,625,0.2,"C_625_628"
"C",124,639,503,0.001,"C_503_639"
"C",124,640,769,1,"C_640_769"
"C",124,643,516,0.013,"C_516_643"
"C",124,651,573,0.014,"C_573_651"
"C",124,653,704,0.011,"C_653_704"
"C",124,658,744,0.013,"C_658_744"
"C",124,662,789,0.767,"C_662_789"
"C",124,666,660,0.094,"C_660_666"
"C",124,668,843,0.252,"C_668_843"
"C",124,669,836,0.055,"C_669_836"
"C",124,670,849,0.168,"C_670_849"
"C",124,673,715,0.004,"C_673_715"
"C",124,674,518,0.539,"C_518_674"
"C",124,675,655,0.012,"C_655_675"
"C",124,676,637,0.082,"C_637_676"
"C",124,678,587,0.006,"C_587_678"
"C",124,680,681,0.003,"C_680_681"
"C",124,687,519,0.032,"C_519_687"
"C",124,692,517,0.001,"C_517_692"
"C",124,698,629,0.122,"C_629_698"
"C",124,705,716,0.004,"C_705_716"
"C",124,721,796,0.045,"C_721_796"
"C",124,725,726,0.004,"C_725_726"
"C",124,728,558,0.001,"C_558_728"
"C",124,729,720,0.002,"C_720_729"
"C",124,734,804,0.001,"C_734_804"
"C",124,736,561,0.006,"C_561_736"
"C",124,737,717,0.048,"C_717_737"
"C",124,740,814,0.003,"C_740_814"
"C",124,741,596,0.031,"C_596_741"
"C",124,743,509,0.004,"C_509_743"
"C",124,747,693,0.001,"C_693_747"
"C",124,753,730,0.009,"C_730_753"
"C",124,755,781,0.004,"C_755_781"
"C",124,756,754,0.001,"C_754_756"
"C",124,758,732,0.01,"C_732_758"
"C",124,766,541,0.008,"C_541_766"
"C",124,768,835,0.016,"C_768_835"
"C",124,771,801,0.004,"C_771_801"
"C",124,779,641,0.014,"C_641_779"
"C",124,788,742,0.057,"C_742_788"
"C",124,791,672,0.008,"C_672_791"
"C",124,794,521,0.009,"C_521_794"
"C",124,802,767,0.004,"C_767_802"
"C",124,805,772,0.052,"C_772_805"
"C",124,811,703,0.009,"C_703_811"
"C",124,816,723,0.023,"C_723_816"
"C",124,817,557,0.042,"C_557_817"
"C",124,821,701,0.539,"C_701_821"
"C",124,822,711,0.039,"C_711_822"
"C",124,827,592,0.173,"C_592_827"
"C",124,829,746,0.048,"C_746_829"
"C",124,831,578,0.013,"C_578_831"
"C",124,841,818,0.003,"C_818_841"
"C",124,842,566,0.001,"C_566_842"
"C",124,844,552,0.02,"C_552_844"
"C",124,846,626,0.011,"C_626_846"
"C",124,851,622,0.07,"C_622_851"
"C",124,852,502,0.03,"C_502_852"
"C",125,528,576,0.017,"C_528_576"
"C",125,534,834,0.005,"C_534_834"
"C",125,535,851,0.032,"C_535_851"
"C",125,551,606,0.236,"C_551_606"
"C",125,568,510,0.022,"C_510_568"
"C",125,570,615,0.014,"C_570_615"
"C",125,607,753,0.047,"C_607_753"
"C",125,624,846,0.043,"C_624_846"
"C",125,627,653,0.023,"C_627_653"
"C",125,636,722,0.825,"C_636_722"
"C",125,642,555,0.003,"C_555_642"
"C",125,678,530,0.007,"C_530_678"
"C",125,687,791,0.019,"C_687_791"
"C",125,692,533,0.001,"C_533_692"
"C",125,699,702,0.006,"C_699_702"
"C",125,738,671,1,"C_671_738"
"C",125,743,816,0.061,"C_743_816"
"C",125,755,758,0.026,"C_755_758"
"C",125,764,731,0.034,"C_731_764"
"C",125,766,658,0.01,"C_658_766"
"C",125,768,513,0.019,"C_513_768"
"C",125,786,603,0.072,"C_603_786"
"C",125,789,663,0.763,"C_663_789"
"C",125,811,643,0.003,"C_643_811"
"C",125,839,695,0.205,"C_695_839"
"C",125,840,810,0.684,"C_810_840"
"C",125,844,574,0.04,"C_574_844"
"C",125,853,569,0.168,"C_569_853"
"C",125,855,677,0.002,"C_677_855"
"C",126,588,648,0.039,"C_588_648"
"C",126,624,678,0.133,"C_624_678"
"C",126,627,766,0.039,"C_627_766"
"C",126,755,607,0.076,"C_607_755"
"C",126,826,534,0.007,"C_534_826"
"C",126,855,724,0.008,"C_724_855"
"C",127,535,844,0.078,"C_535_844"
"C",127,581,520,0.074,"C_520_581"
"C",127,669,639,0.004,"C_639_669"
"C",127,736,728,0.044,"C_728_736"
"C",127,754,852,0.038,"C_754_852"
"C",127,767,557,0.031,"C_557_767"
"C",127,768,811,0.028,"C_768_811"
"C",127,802,536,0.012,"C_536_802"
"C",127,817,613,0.082,"C_613_817"
"C",127,826,855,0.013,"C_826_855"
"C",128,527,764,0.011,"C_527_764"
"C",128,560,619,0.001,"C_560_619"
"C",128,569,596,0.007,"C_569_596"
"C",128,581,669,0.088,"C_581_669"
"C",128,603,668,0.044,"C_603_668"
"C",128,651,771,0.011,"C_651_771"
"C",128,660,573,0.006,"C_573_660"
"C",128,663,831,0.076,"C_663_831"
"C",128,737,717,0.04,"C_717_737"
"C",128,746,843,0.085,"C_746_843"
"C",128,772,617,0.008,"C_617_772"
"C",128,775,578,0.011,"C_578_775"
"C",128,779,641,0.011,"C_641_779"
"C",128,780,801,0.008,"C_780_801"
"C",128,795,812,0.01,"C_795_812"
"C",128,829,731,0.032,"C_731_829"
"C",129,504,827,0.12,"C_504_827"
"C",129,521,794,0.004,"C_521_794"
"C",129,546,660,0.219,"C_546_660"
"C",129,549,651,0.252,"C_549_651"
"C",129,559,737,0.271,"C_559_737"
"C",129,565,582,0.001,"C_565_582"
"C",129,577,830,0.148,"C_577_830"
"C",129,592,518,0.152,"C_518_592"
"C",129,597,754,0.012,"C_597_754"
"C",129,599,663,0.529,"C_599_663"
"C",129,604,675,0.039,"C_604_675"
"C",129,625,720,0.03,"C_625_720"
"C",129,637,556,0.013,"C_556_637"
"C",129,673,715,0.001,"C_673_715"
"C",129,676,629,0.061,"C_629_676"
"C",129,681,680,0.003,"C_680_681"
"C",129,683,665,0.001,"C_665_683"
"C",129,692,642,0.002,"C_642_692"
"C",129,695,595,0.143,"C_595_695"
"C",129,701,802,0.143,"C_701_802"
"C",129,726,539,0.006,"C_539_726"
"C",129,734,632,0.001,"C_632_734"
"C",129,741,569,0.252,"C_569_741"
"C",129,746,603,0.011,"C_603_746"
"C",129,772,666,0.192,"C_666_772"
"C",129,778,527,0.063,"C_527_778"
"C",129,783,725,0.078,"C_725_783"
"C",129,786,829,0.21,"C_786_829"
"C",129,788,767,0.072,"C_767_788"
"C",129,789,779,0.131,"C_779_789"
"C",129,790,655,0.077,"C_655_790"
"C",129,793,796,0.019,"C_793_796"
"C",129,805,780,0.085,"C_780_805"
"C",129,810,512,0.573,"C_512_810"
"C",129,817,821,0.167,"C_817_821"
"C",129,818,511,0.032,"C_511_818"
"C",129,849,729,0.013,"C_729_849"
"C",129,853,775,0.096,"C_775_853"
"C",130,515,790,0.93,"C_515_790"
"C",130,546,772,0.353,"C_546_772"
"C",130,549,805,0.21,"C_549_805"
"C",130,551,839,0.941,"C_551_839"
"C",130,559,746,0.248,"C_559_746"
"C",130,560,593,0.003,"C_560_593"
"C",130,564,526,0.001,"C_526_564"
"C",130,599,789,0.533,"C_599_789"
"C",130,623,849,0.139,"C_623_849"
"C",130,636,637,0.148,"C_636_637"
"C",130,640,504,0.149,"C_504_640"
"C",130,662,606,0.248,"C_606_662"
"C",130,670,628,0.149,"C_628_670"
"C",130,673,671,0.141,"C_671_673"
"C",130,674,604,0.419,"C_604_674"
"C",130,681,842,0.011,"C_681_842"
"C",130,698,521,0.21,"C_521_698"
"C",130,699,807,0.002,"C_699_807"
"C",130,701,788,0.93,"C_701_788"
"C",130,705,795,0.01,"C_705_795"
"C",130,708,695,0.176,"C_695_708"
"C",130,713,565,0.002,"C_565_713"
"C",130,721,676,0.101,"C_676_721"
"C",130,727,620,0.011,"C_620_727"
"C",130,738,625,0.97,"C_625_738"
"C",130,747,683,0.003,"C_683_747"
"C",130,769,592,0.271,"C_592_769"
"C",130,786,778,0.753,"C_778_786"
"C",130,793,722,0.075,"C_722_793"
"C",130,804,608,0.001,"C_608_804"
"C",130,817,597,0.082,"C_597_817"
"C",130,822,647,0.002,"C_647_822"
"C",130,853,741,0.656,"C_741_853"
"C",131,511,810,1,"C_511_810"
"C",131,539,725,0.008,"C_539_725"
"C",131,549,546,0.941,"C_546_549"
"C",131,559,786,0.97,"C_559_786"
"C",131,570,528,0.021,"C_528_570"
"C",131,577,551,0.97,"C_551_577"
"C",131,636,698,0.93,"C_636_698"
"C",131,640,515,1,"C_515_640"
"C",131,670,673,0.148,"C_670_673"
"C",131,705,819,0.002,"C_705_819"
"C",131,708,662,1,"C_662_708"
"C",131,713,681,0.006,"C_681_713"
"C",131,721,793,0.031,"C_721_793"
"C",131,727,699,0.018,"C_699_727"
"C",131,734,804,0.001,"C_734_804"
"C",131,738,623,0.93,"C_623_738"
"C",131,747,560,0.016,"C_560_747"
"C",131,769,674,1,"C_674_769"
"C",131,783,726,0.03,"C_726_783"
"C",131,817,701,0.529,"C_701_817"
"C",131,818,512,0.022,"C_512_818"
"C",131,822,564,0.015,"C_564_822"
"C",131,840,841,0.064,"C_840_841"
"C",131,853,599,0.629,"C_599_853"
"C",132,636,721,0.225,"C_636_721"
"C",132,640,769,1,"C_640_769"
"C",132,670,738,1,"C_670_738"
"C",132,708,577,1,"C_577_708"
"C",132,822,727,0.167,"C_727_822"
"D",77,508,514,0.003,"D_508_514"
"D",77,510,850,0.007,"D_510_850"
"D",77,535,622,0.014,"D_535_622"
"D",77,543,784,0.004,"D_543_784"
"D",77,545,585,0.004,"D_545_585"
"D",77,547,586,0.004,"D_547_586"
"D",77,554,598,0.025,"D_554_598"
"D",77,560,593,0.002,"D_560_593"
