id,team,year,seed,win,loss,final round,coach
47,Connecticut,2009,1,4,1,National Semifinals (5th rd),Jim Calhoun
48,Coppin State,1990,15,0,1,Round of 64 (1st rd),Ron Mitchell
48,Coppin State,1993,15,0,1,Round of 64 (1st rd),Ron Mitchell
48,Coppin State,1997,15,1,1,Round of 32 (2nd rd),Ron Mitchell
48,Coppin State,2008,16,0,1,Preliminary Round (0th rd),Ron Mitchell
49,Cornell,1954,NA,0,2,Sweet Sixteen (2nd rd),Royner Greene
49,Cornell,1988,16,0,1,Round of 64 (1st rd),Mike Dement
49,Cornell,2008,14,0,1,Round of 64 (1st rd),Steve Donahue
49,Cornell,2009,14,0,1,Round of 64 (1st rd),Steve Donahue
49,Cornell,2010,12,2,1,Sweet Sixteen (3rd rd),Steve Donahue
50,Creighton,1941,NA,1,1,Elite Eight (1st rd),Eddie Hickey
50,Creighton,1962,NA,2,1,Sweet Sixteen (2nd rd),Red McManus
50,Creighton,1964,NA,1,2,Sweet Sixteen (2nd rd),Red McManus
50,Creighton,1974,NA,2,1,Sweet Sixteen (2nd rd),Eddie Sutton
50,Creighton,1975,NA,0,1,Round of 32 (1st rd),Tom Apke
50,Creighton,1978,NA,0,1,Round of 32 (1st rd),Tom Apke
50,Creighton,1981,8,0,1,Round of 64 (1st rd),Tom Apke
50,Creighton,1989,14,0,1,Round of 64 (1st rd),Tony Barone
50,Creighton,1991,11,1,1,Round of 32 (2nd rd),Tony Barone
50,Creighton,1999,10,1,1,Round of 32 (2nd rd),Dana Altman
50,Creighton,2000,10,0,1,Round of 64 (1st rd),Dana Altman
50,Creighton,2001,10,0,1,Round of 64 (1st rd),Dana Altman
50,Creighton,2002,12,1,1,Round of 32 (2nd rd),Dana Altman
50,Creighton,2003,6,0,1,Round of 64 (1st rd),Dana Altman
50,Creighton,2005,10,0,1,Round of 64 (1st rd),Dana Altman
50,Creighton,2007,10,0,1,Round of 64 (1st rd),Dana Altman
51,Dartmouth,1941,NA,1,1,Elite Eight (1st rd),Osborne Cowles
51,Dartmouth,1942,NA,2,1,National Championship (3rd rd),Osborne Cowles
51,Dartmouth,1943,NA,1,1,Elite Eight (1st rd),Osborne Cowles
51,Dartmouth,1944,NA,2,1,National Championship (3rd rd),Earl Brown
51,Dartmouth,1956,NA,2,1,Sweet Sixteen (2nd rd),Doggie Julian
51,Dartmouth,1958,NA,2,1,Elite Eight (3rd rd),Doggie Julian
51,Dartmouth,1959,NA,0,1,Round of 32 (1st rd),Doggie Julian
52,Davidson,1966,NA,1,2,Sweet Sixteen (2nd rd),Lefty Driesell
52,Davidson,1968,NA,2,1,Elite Eight (3rd rd),Lefty Driesell
52,Davidson,1969,NA,2,1,Elite Eight (3rd rd),Lefty Driesell
52,Davidson,1970,NA,0,1,Round of 32 (1st rd),Terry Holland
52,Davidson,1986,16,0,1,Round of 64 (1st rd),Bobby Hussey
52,Davidson,1998,14,0,1,Round of 64 (1st rd),Bob McKillop
52,Davidson,2002,13,0,1,Round of 64 (1st rd),Bob McKillop
52,Davidson,2006,15,0,1,Round of 64 (1st rd),Bob McKillop
52,Davidson,2007,13,0,1,Round of 64 (1st rd),Bob McKillop
52,Davidson,2008,10,3,1,Elite Eight (4th rd),Bob McKillop
53,Dayton,1952,NA,1,1,Sweet Sixteen (1st rd),Tom Blackburn
53,Dayton,1965,NA,2,1,Sweet Sixteen (2nd rd),Don Donoher
53,Dayton,1966,NA,1,2,Sweet Sixteen (2nd rd),Don Donoher
53,Dayton,1967,NA,4,1,National Championship (5th rd),Don Donoher
53,Dayton,1969,NA,0,1,Round of 32 (1st rd),Don Donoher
53,Dayton,1970,NA,0,1,Round of 32 (1st rd),Don Donoher
53,Dayton,1974,NA,1,2,Sweet Sixteen (2nd rd),Don Donoher
53,Dayton,1984,10,3,1,Elite Eight (4th rd),Don Donoher
53,Dayton,1985,9,0,1,Round of 64 (1st rd),Don Donoher
53,Dayton,1990,12,1,1,Round of 32 (2nd rd),Jim(1) O'Brien
53,Dayton,2000,11,0,1,Round of 64 (1st rd),Oliver Purnell
53,Dayton,2003,4,0,1,Round of 64 (1st rd),Oliver Purnell
53,Dayton,2004,10,0,1,Round of 64 (1st rd),Brian Gregory
53,Dayton,2009,11,1,1,Round of 32 (2nd rd),Brian Gregory
54,Delaware,1992,13,0,1,Round of 64 (1st rd),Steve Steinwedel
54,Delaware,1993,13,0,1,Round of 64 (1st rd),Steve Steinwedel
54,Delaware,1998,15,0,1,Round of 64 (1st rd),Mike Brey
54,Delaware,1999,13,0,1,Round of 64 (1st rd),Mike Brey
55,DePaul,1943,NA,1,1,National Semifinals (2nd rd),Ray Meyer
55,DePaul,1953,NA,1,2,Sweet Sixteen (2nd rd),Ray Meyer
55,DePaul,1956,NA,0,1,Round of 32 (1st rd),Ray Meyer
55,DePaul,1959,NA,1,2,Sweet Sixteen (2nd rd),Ray Meyer
55,DePaul,1960,NA,2,1,Sweet Sixteen (2nd rd),Ray Meyer
55,DePaul,1965,NA,1,2,Sweet Sixteen (2nd rd),Ray Meyer
55,DePaul,1976,NA,1,1,Sweet Sixteen (2nd rd),Ray Meyer
55,DePaul,1978,NA,2,1,Elite Eight (3rd rd),Ray Meyer
55,DePaul,1979,2,4,1,National Semifinals (5th rd),Ray Meyer
55,DePaul,1980,1,0,1,Round of 32 (2nd rd),Ray Meyer
55,DePaul,1981,1,0,1,Round of 32 (2nd rd),Ray Meyer
55,DePaul,1982,1,0,1,Round of 32 (2nd rd),Ray Meyer
55,DePaul,1984,1,1,1,Sweet Sixteen (3rd rd),Ray Meyer
55,DePaul,1985,10,0,1,Round of 64 (1st rd),Joey Meyer
55,DePaul,1986,12,2,1,Sweet Sixteen (3rd rd),Joey Meyer
55,DePaul,1987,3,2,1,Sweet Sixteen (3rd rd),Joey Meyer
55,DePaul,1988,5,1,1,Round of 32 (2nd rd),Joey Meyer
55,DePaul,1989,12,1,1,Round of 32 (2nd rd),Joey Meyer
55,DePaul,1991,9,0,1,Round of 64 (1st rd),Joey Meyer
55,DePaul,1992,5,0,1,Round of 64 (1st rd),Joey Meyer
55,DePaul,2000,9,0,1,Round of 64 (1st rd),Pat Kennedy
55,DePaul,2004,7,1,1,Round of 32 (2nd rd),Dave Leitao
56,Detroit,1962,NA,0,1,Round of 32 (1st rd),Robert Calihan
56,Detroit,1977,NA,1,1,Sweet Sixteen (2nd rd),Dick Vitale
56,Detroit,1979,7,0,1,Round of 64 (1st rd),Smokey Gaines
56,Detroit,1998,10,1,1,Round of 32 (2nd rd),Perry Watson
56,Detroit,1999,12,1,1,Round of 32 (2nd rd),Perry Watson
57,Drake,1969,NA,3,1,National Semifinals (4th rd),Maurice John
57,Drake,1970,NA,1,1,Elite Eight (3rd rd),Maurice John
57,Drake,1971,NA,1,1,Elite Eight (3rd rd),Maurice John
57,Drake,2008,5,0,1,Round of 64 (1st rd),Keno Davis
58,Drexel,1986,15,0,1,Round of 64 (1st rd),Eddie Burke
58,Drexel,1994,13,0,1,Round of 64 (1st rd),Bill Herrion
58,Drexel,1995,13,0,1,Round of 64 (1st rd),Bill Herrion
58,Drexel,1996,12,1,1,Round of 32 (2nd rd),Bill Herrion
59,Duke,1955,NA,0,1,Round of 32 (1st rd),Harold Bradley
59,Duke,1960,NA,2,1,Elite Eight (3rd rd),Vic Bubas
59,Duke,1963,NA,3,1,National Semifinals (4th rd),Vic Bubas
59,Duke,1964,NA,3,1,National Championship (5th rd),Vic Bubas
59,Duke,1966,NA,3,1,National Semifinals (4th rd),Vic Bubas
59,Duke,1978,NA,4,1,National Championship (5th rd),Bill E. Foster
59,Duke,1979,2,0,1,Round of 32 (2nd rd),Bill E. Foster
59,Duke,1980,4,2,1,Elite Eight (4th rd),Bill E. Foster
59,Duke,1984,3,0,1,Round of 32 (2nd rd),Mike Krzyzewski
59,Duke,1985,3,1,1,Round of 32 (2nd rd),Mike Krzyzewski
59,Duke,1986,1,5,1,National Championship (6th rd),Mike Krzyzewski
59,Duke,1987,5,2,1,Sweet Sixteen (3rd rd),Mike Krzyzewski
59,Duke,1988,2,4,1,National Semifinals (5th rd),Mike Krzyzewski
59,Duke,1989,2,4,1,National Semifinals (5th rd),Mike Krzyzewski
59,Duke,1990,3,5,1,National Championship (6th rd),Mike Krzyzewski
59,Duke,1991,2,6,0,National Championship (6th rd),Mike Krzyzewski
59,Duke,1992,1,6,0,National Championship (6th rd),Mike Krzyzewski
59,Duke,1993,3,1,1,Round of 32 (2nd rd),Mike Krzyzewski
59,Duke,1994,2,5,1,National Championship (6th rd),Mike Krzyzewski
59,Duke,1996,8,0,1,Round of 64 (1st rd),Mike Krzyzewski
59,Duke,1997,2,1,1,Round of 32 (2nd rd),Mike Krzyzewski
59,Duke,1998,1,3,1,Elite Eight (4th rd),Mike Krzyzewski
59,Duke,1999,1,5,1,National Championship (6th rd),Mike Krzyzewski
59,Duke,2000,1,2,1,Sweet Sixteen (3rd rd),Mike Krzyzewski
59,Duke,2001,1,6,0,National Championship (6th rd),Mike Krzyzewski
59,Duke,2002,1,2,1,Sweet Sixteen (3rd rd),Mike Krzyzewski
59,Duke,2003,3,2,1,Sweet Sixteen (3rd rd),Mike Krzyzewski
59,Duke,2004,1,4,1,National Semifinals (5th rd),Mike Krzyzewski
59,Duke,2005,1,2,1,Sweet Sixteen (3rd rd),Mike Krzyzewski
59,Duke,2006,1,2,1,Sweet Sixteen (3rd rd),Mike Krzyzewski
59,Duke,2007,6,0,1,Round of 64 (1st rd),Mike Krzyzewski
59,Duke,2008,2,1,1,Round of 32 (2nd rd),Mike Krzyzewski
59,Duke,2009,2,2,1,Sweet Sixteen (3rd rd),Mike Krzyzewski
59,Duke,2010,1,6,0,National Championship (6th rd),Mike Krzyzewski
60,Duquesne,1940,NA,1,1,National Semifinals (2nd rd),Chick Davies
60,Duquesne,1952,NA,1,1,Elite Eight (2nd rd),Dudey Moore
60,Duquesne,1969,NA,2,1,Sweet Sixteen (2nd rd),John Manning
60,Duquesne,1971,NA,0,1,Round of 32 (1st rd),John Manning
60,Duquesne,1977,NA,0,1,Round of 32 (1st rd),John Cinicola
61,East Carolina,1972,NA,0,1,Round of 32 (1st rd),Tom Quinn
61,East Carolina,1993,16,0,1,Round of 64 (1st rd),Eddie Payne
62,East Tennessee State,1968,NA,1,2,Sweet Sixteen (2nd rd),J. Madison Brooks
62,East Tennessee State,1989,16,0,1,Round of 64 (1st rd),Les Robinson
62,East Tennessee State,1990,13,0,1,Round of 64 (1st rd),Les Robinson
62,East Tennessee State,1991,10,0,1,Round of 64 (1st rd),Alan LeForce
62,East Tennessee State,1992,14,1,1,Round of 32 (2nd rd),Alan LeForce
62,East Tennessee State,2003,15,0,1,Round of 64 (1st rd),Ed DeChellis
62,East Tennessee State,2004,13,0,1,Round of 64 (1st rd),Murray Bartow
62,East Tennessee State,2009,16,0,1,Round of 64 (1st rd),Murray Bartow
62,East Tennessee State,2010,16,0,1,Round of 64 (1st rd),Murray Bartow
63,Eastern Illinois,1992,15,0,1,Round of 64 (1st rd),Rick Samuels
63,Eastern Illinois,2001,15,0,1,Round of 64 (1st rd),Rick Samuels
64,Eastern Kentucky,1953,NA,0,1,Round of 32 (1st rd),Paul McBrayer
64,Eastern Kentucky,1959,NA,0,1,Round of 32 (1st rd),Paul McBrayer
64,Eastern Kentucky,1965,NA,0,1,Round of 32 (1st rd),Jim Baechtold
64,Eastern Kentucky,1972,NA,0,1,Round of 32 (1st rd),Guy Strong
64,Eastern Kentucky,1979,9,0,1,Round of 64 (1st rd),Ed Byhre
64,Eastern Kentucky,2005,15,0,1,Round of 64 (1st rd),Travis Ford
64,Eastern Kentucky,2007,16,0,1,Round of 64 (1st rd),Jeff Neubauer
65,Eastern Michigan,1988,15,0,1,Round of 64 (1st rd),Ben Braun
65,Eastern Michigan,1991,12,2,1,Sweet Sixteen (3rd rd),Ben Braun
65,Eastern Michigan,1996,9,1,1,Round of 32 (2nd rd),Ben Braun
65,Eastern Michigan,1998,13,0,1,Round of 64 (1st rd),Milton Barnes
66,Eastern Washington,2004,15,0,1,Round of 64 (1st rd),Ray Giacoletti
67,Evansville,1982,10,0,1,Round of 64 (1st rd),Dick Walters
67,Evansville,1989,11,1,1,Round of 32 (2nd rd),Jim Crews
67,Evansville,1992,8,0,1,Round of 64 (1st rd),Jim Crews
67,Evansville,1993,14,0,1,Round of 64 (1st rd),Jim Crews
67,Evansville,1999,11,0,1,Round of 64 (1st rd),Jim Crews
68,Fairfield,1986,13,0,1,Round of 64 (1st rd),Mitch Buonaguro
68,Fairfield,1987,16,0,1,Round of 64 (1st rd),Mitch Buonaguro
68,Fairfield,1997,16,0,1,Round of 64 (1st rd),Paul Cormier
69,Fairleigh Dickinson,1985,16,0,1,Round of 64 (1st rd),Tom Green
69,Fairleigh Dickinson,1988,16,0,1,Round of 64 (1st rd),Tom Green
69,Fairleigh Dickinson,1998,15,0,1,Round of 64 (1st rd),Tom Green
69,Fairleigh Dickinson,2005,16,0,1,Round of 64 (1st rd),Tom Green
70,Florida,1987,6,2,1,Sweet Sixteen (3rd rd),Norm Sloan
70,Florida,1988,6,1,1,Round of 32 (2nd rd),Norm Sloan
70,Florida,1989,7,0,1,Round of 64 (1st rd),Norm Sloan
70,Florida,1994,3,4,1,National Semifinals (5th rd),Lon Kruger
70,Florida,1995,10,0,1,Round of 64 (1st rd),Lon Kruger
70,Florida,1999,6,2,1,Sweet Sixteen (3rd rd),Billy Donovan
70,Florida,2000,5,5,1,National Championship (6th rd),Billy Donovan
70,Florida,2001,3,1,1,Round of 32 (2nd rd),Billy Donovan
70,Florida,2002,5,0,1,Round of 64 (1st rd),Billy Donovan
70,Florida,2003,2,1,1,Round of 32 (2nd rd),Billy Donovan
70,Florida,2004,5,0,1,Round of 64 (1st rd),Billy Donovan
70,Florida,2005,4,1,1,Round of 32 (2nd rd),Billy Donovan
70,Florida,2006,3,6,0,National Championship (6th rd),Billy Donovan
70,Florida,2007,1,6,0,National Championshpi (6th rd),Billy Donovan
70,Florida,2010,10,0,1,Round of 64 (1st rd),Billy Donovan
71,Florida A+ACY-amp+ADs-M,1999,16,0,1,Round of 64 (1st rd),Mickey Clayton
71,Florida A+ACY-amp+ADs-M,2004,16,1,1,Round of 64 (1st rd),Michael Gillespie
71,Florida A+ACY-amp+ADs-M,2007,16,0,1,Preliminary Round (0th rd),Michael Gillespie
72,Florida Atlantic,2002,15,0,1,Round of 64 (1st rd),Sidney Green
73,Florida International,1995,16,0,1,Round of 64 (1st rd),Bob Weltlich
74,Florida State,1968,NA,0,1,Round of 32 (1st rd),Hugh Durham
74,Florida State,1972,NA,4,1,National Championship (5th rd),Hugh Durham
74,Florida State,1978,NA,0,1,Round of 32 (1st rd),Hugh Durham
74,Florida State,1980,8,1,1,Round of 32 (2nd rd),Joe Williams
74,Florida State,1988,12,0,1,Round of 64 (1st rd),Pat Kennedy
74,Florida State,1989,4,0,1,Round of 64 (1st rd),Pat Kennedy
74,Florida State,1991,7,1,1,Round of 32 (2nd rd),Pat Kennedy
74,Florida State,1992,3,2,1,Sweet Sixteen (3rd rd),Pat Kennedy
74,Florida State,1993,3,3,1,Elite Eight (4th rd),Pat Kennedy
74,Florida State,1998,12,1,1,Round of 32 (2nd rd),Steve Robinson
74,Florida State,2009,5,0,1,Round of 64 (1st rd),Leonard Hamilton
74,Florida State,2010,9,0,1,Round of 64 (1st rd),Leonard Hamilton
75,Fordham,1953,NA,0,1,Round of 32 (1st rd),John Bach
75,Fordham,1954,NA,0,1,Round of 32 (1st rd),John Bach
75,Fordham,1971,NA,2,1,Sweet Sixteen (2nd rd),Digger Phelps
75,Fordham,1992,14,0,1,Round of 64 (1st rd),Nick Macarchuk
76,Fresno State,1981,6,0,1,Round of 64 (1st rd),Boyd Grant
76,Fresno State,1982,4,1,1,Sweet Sixteen (3rd rd),Boyd Grant
76,Fresno State,1984,7,0,1,Round of 64 (1st rd),Boyd Grant
76,Fresno State,2000,9,0,1,Round of 64 (1st rd),Jerry Tarkanian
76,Fresno State,2001,9,1,1,Round of 32 (2nd rd),Jerry Tarkanian
77,Furman,1971,NA,0,1,Round of 32 (1st rd),Joe Williams
77,Furman,1973,NA,0,1,Round of 32 (1st rd),Joe Williams
77,Furman,1974,NA,1,2,Sweet Sixteen (2nd rd),Joe Williams
77,Furman,1975,NA,0,1,Round of 32 (1st rd),Joe Williams
77,Furman,1978,NA,0,1,Round of 32 (1st rd),Joe Williams
77,Furman,1980,10,0,1,Round of 64 (1st rd),Eddie Holbrook
78,George Mason,1989,15,0,1,Round of 64 (1st rd),Ernie Nestor
78,George Mason,1999,14,0,1,Round of 64 (1st rd),Jim Larranaga
78,George Mason,2001,14,0,1,Round of 64 (1st rd),Jim Larranaga
78,George Mason,2006,11,4,1,National Semifinals (5th rd),Jim Larranaga
78,George Mason,2008,12,0,1,Round of 64 (1st rd),Jim Larranaga
79,George Washington,1954,NA,0,1,Round of 32 (1st rd),Bill Reinhart
79,George Washington,1961,NA,0,1,Round of 32 (1st rd),Bill Reinhart
79,George Washington,1993,12,2,1,Sweet Sixteen (3rd rd),Mike Jarvis
79,George Washington,1994,10,1,1,Round of 32 (2nd rd),Mike Jarvis
79,George Washington,1996,11,0,1,Round of 64 (1st rd),Mike Jarvis
79,George Washington,1998,9,0,1,Round of 64 (1st rd),Mike Jarvis
79,George Washington,1999,11,0,1,Round of 64 (1st rd),Tom Penders
79,George Washington,2005,12,0,1,Round of 64 (1st rd),Karl Hobbs
79,George Washington,2006,8,1,1,Round of 32 (2nd rd),Karl Hobbs
79,George Washington,2007,11,0,1,Round of 64 (1st rd),Karl Hobbs
80,Georgetown,1943,NA,2,1,National Championship (3rd rd),Elmer Ripley
80,Georgetown,1975,NA,0,1,Round of 32 (1st rd),John Thompson
80,Georgetown,1976,NA,0,1,Round of 32 (1st rd),John Thompson
80,Georgetown,1979,3,0,1,Round of 32 (2nd rd),John Thompson
80,Georgetown,1980,3,2,1,Elite Eight (4th rd),John Thompson
80,Georgetown,1981,7,0,1,Round of 64 (1st rd),John Thompson
80,Georgetown,1982,1,4,1,National Championship (6th rd),John Thompson
80,Georgetown,1983,5,1,1,Round of 32 (2nd rd),John Thompson
80,Georgetown,1984,1,5,0,National Championship (6th rd),John Thompson
80,Georgetown,1985,1,5,1,National Championship (6th rd),John Thompson
80,Georgetown,1986,4,1,1,Round of 32 (2nd rd),John Thompson
80,Georgetown,1987,1,3,1,Elite Eight (4th rd),John Thompson
80,Georgetown,1988,8,1,1,Round of 32 (2nd rd),John Thompson
80,Georgetown,1989,1,3,1,Elite Eight (4th rd),John Thompson
80,Georgetown,1990,3,1,1,Round of 32 (2nd rd),John Thompson
80,Georgetown,1991,8,1,1,Round of 32 (2nd rd),John Thompson
80,Georgetown,1992,6,1,1,Round of 32 (2nd rd),John Thompson
80,Georgetown,1994,9,1,1,Round of 32 (2nd rd),John Thompson
80,Georgetown,1995,6,2,1,Sweet Sixteen (3rd rd),John Thompson
80,Georgetown,1996,2,3,1,Elite Eight (4th rd),John Thompson
80,Georgetown,1997,10,0,1,Round of 64 (1st rd),John Thompson
80,Georgetown,2001,10,2,1,Sweet Sixteen (3rd rd),Craig Esherick
80,Georgetown,2006,7,2,1,Sweet Sixteen (3rd rd),John III Thompson
80,Georgetown,2007,2,4,1,National Semifinals (5th rd),John III Thompson
80,Georgetown,2008,2,1,1,Round of 32 (2nd rd),John III Thompson
80,Georgetown,2010,3,0,1,Round of 64 (1st rd),John III Thompson
81,Georgia,1983,4,3,1,National Semifinals (5th rd),Hugh Durham
81,Georgia,1985,6,1,1,Round of 32 (2nd rd),Hugh Durham
81,Georgia,1987,8,0,1,Round of 64 (1st rd),Hugh Durham
81,Georgia,1990,7,0,1,Round of 64 (1st rd),Hugh Durham
81,Georgia,1991,11,0,1,Round of 64 (1st rd),Hugh Durham
81,Georgia,1996,8,2,1,Sweet Sixteen (3rd rd),Tubby Smith
81,Georgia,1997,3,0,1,Round of 64 (1st rd),Tubby Smith
81,Georgia,2001,8,0,1,Round of 64 (1st rd),Jim Harrick
81,Georgia,2002,3,1,1,Round of 32 (2nd rd),Jim Harrick
81,Georgia,2008,14,0,1,Round of 64 (1st rd),Dennis Felton
82,Georgia Southern,1983,12,0,1,Preliminary Round (7th rd),Frank Kerns
82,Georgia Southern,1987,15,0,1,Round of 64 (1st rd),Frank Kerns
82,Georgia Southern,1992,15,0,1,Round of 64 (1st rd),Frank Kerns
83,Georgia State,1991,16,0,1,Round of 64 (1st rd),Bob Reinhart
83,Georgia State,2001,11,1,1,Round of 32 (2nd rd),Lefty Driesell
84,Georgia Tech,1960,NA,1,1,Elite Eight (3rd rd),Wack Hyder
84,Georgia Tech,1985,2,3,1,Elite Eight (4th rd),Bobby Cremins
84,Georgia Tech,1986,2,2,1,Sweet Sixteen (3rd rd),Bobby Cremins
84,Georgia Tech,1987,7,0,1,Round of 64 (1st rd),Bobby Cremins
84,Georgia Tech,1988,5,1,1,Round of 32 (2nd rd),Bobby Cremins
84,Georgia Tech,1989,6,0,1,Round of 64 (1st rd),Bobby Cremins
84,Georgia Tech,1990,4,4,1,National Semifinals (5th rd),Bobby Cremins
84,Georgia Tech,1991,8,1,1,Round of 32 (2nd rd),Bobby Cremins
84,Georgia Tech,1992,7,2,1,Sweet Sixteen (3rd rd),Bobby Cremins
84,Georgia Tech,1993,4,0,1,Round of 64 (1st rd),Bobby Cremins
84,Georgia Tech,1996,3,2,1,Sweet Sixteen (3rd rd),Bobby Cremins
84,Georgia Tech,2001,8,0,1,Round of 64 (1st rd),Paul Hewitt
84,Georgia Tech,2004,3,5,1,National Championship (6th rd),Paul Hewitt
84,Georgia Tech,2005,5,1,1,Round of 32 (2nd rd),Paul Hewitt
84,Georgia Tech,2007,10,0,1,Round of 64 (1st rd),Paul Hewitt
84,Georgia Tech,2010,10,1,1,Round of 32 (2nd rd),Paul Hewitt
85,Gonzaga,1995,14,0,1,Round of 64 (1st rd),Dan Fitzgerald
85,Gonzaga,1999,10,3,1,Elite Eight (4th rd),Dan Monson
85,Gonzaga,2000,10,2,1,Sweet Sixteen (3rd rd),Mark Few
85,Gonzaga,2001,12,2,1,Sweet Sixteen (3rd rd),Mark Few
85,Gonzaga,2002,6,0,1,Round of 64 (1st rd),Mark Few
85,Gonzaga,2003,9,1,1,Round of 32 (2nd rd),Mark Few
85,Gonzaga,2004,2,1,1,Round of 32 (2nd rd),Mark Few
85,Gonzaga,2005,3,1,1,Round of 32 (2nd rd),Mark Few
85,Gonzaga,2006,3,2,1,Sweet Sixteen (3rd rd),Mark Few
85,Gonzaga,2007,10,0,1,Round of 64 (1st rd),Mark Few
85,Gonzaga,2008,7,0,1,Round of 64 (1st rd),Mark Few
85,Gonzaga,2009,4,2,1,Sweet Sixteen (3rd rd),Mark Few
85,Gonzaga,2010,8,1,1,Round of 32 (2nd rd),Mark Few
86,Hampton,2001,15,1,1,Round of 32 (2nd rd),Steve Merfeld
86,Hampton,2002,15,0,1,Round of 64 (1st rd),Steve Merfeld
86,Hampton,2006,16,0,1,Preliminary Round (0th rd),Bobby Collins
87,Hardin+AC0-Simmons,1953,NA,0,1,Round of 32 (1st rd),Bill Scott
87,Hardin+AC0-Simmons,1957,NA,0,1,Round of 32 (1st rd),Bill Scott
88,Harvard,1946,NA,0,2,Elite Eight (1st rd),Floyd Stahl
89,Hawaii,1972,NA,0,1,Round of 32 (1st rd),Red Rocha
89,Hawaii,1994,13,0,1,Round of 64 (1st rd),Riley Wallace
89,Hawaii,2001,12,0,1,Round of 64 (1st rd),Riley Wallace
89,Hawaii,2002,10,0,1,Round of 64 (1st rd),Riley Wallace
90,Hofstra,1976,NA,0,1,Round of 32 (1st rd),Roger Gaeckler
90,Hofstra,1977,NA,0,1,Round of 32 (1st rd),Roger Gaeckler
90,Hofstra,2000,14,0,1,Round of 64 (1st rd),Jay Wright
90,Hofstra,2001,13,0,1,Round of 64 (1st rd),Jay Wright
91,Holy Cross,1947,NA,3,0,National Championship (3rd rd),Doggie Julian
91,Holy Cross,1948,NA,2,1,National Semifinals (2nd rd),Doggie Julian
91,Holy Cross,1950,NA,0,2,Elite Eight (1st rd),Buster Sheary
91,Holy Cross,1953,NA,2,1,Elite Eight (3rd rd),Buster Sheary
91,Holy Cross,1956,NA,0,1,Round of 32 (1st rd),Roy Leenig
91,Holy Cross,1977,NA,0,1,Round of 32 (1st rd),George Blaney
91,Holy Cross,1980,11,0,1,Round of 64 (1st rd),George Blaney
91,Holy Cross,1993,13,0,1,Round of 64 (1st rd),George Blaney
91,Holy Cross,2001,15,0,1,Round of 64 (1st rd),Ralph Willard
91,Holy Cross,2002,16,0,1,Round of 64 (1st rd),Ralph Willard
91,Holy Cross,2003,14,0,1,Round of 64 (1st rd),Ralph Willard
91,Holy Cross,2007,13,0,1,Round of 64 (1st rd),Ralph Willard
92,Houston,1956,NA,0,2,Sweet Sixteen (2nd rd),Alden Pasche
92,Houston,1961,NA,1,2,Sweet Sixteen (2nd rd),Guy Lewis
92,Houston,1965,NA,1,2,Sweet Sixteen (2nd rd),Guy Lewis
92,Houston,1966,NA,2,1,Sweet Sixteen (2nd rd),Guy Lewis
92,Houston,1967,NA,4,1,National Semifinals (4th rd),Guy Lewis
92,Houston,1968,NA,3,2,National Semifinals (4th rd),Guy Lewis
92,Houston,1970,NA,1,2,Sweet Sixteen (2nd rd),Guy Lewis
92,Houston,1971,NA,2,1,Sweet Sixteen (2nd rd),Guy Lewis
92,Houston,1972,NA,0,1,Round of 32 (1st rd),Guy Lewis
92,Houston,1973,NA,0,1,Round of 32 (1st rd),Guy Lewis
92,Houston,1978,NA,0,1,Round of 32 (1st rd),Guy Lewis
92,Houston,1981,8,0,1,Round of 64 (1st rd),Guy Lewis
92,Houston,1982,6,4,1,National Semifinals (5th rd),Guy Lewis
92,Houston,1983,1,4,1,National Championship (6th rd),Guy Lewis
92,Houston,1984,2,4,1,National Championship (6th rd),Guy Lewis
92,Houston,1987,12,0,1,Round of 64 (1st rd),Pat Foster
92,Houston,1990,8,0,1,Round of 64 (1st rd),Pat Foster
92,Houston,1992,10,0,1,Round of 64 (1st rd),Pat Foster
92,Houston,2010,13,0,1,Round of 64 (1st rd),Tom Penders
93,Houston Baptist,1984,12,0,1,Preliminary Round (7th rd),Gene Iba
94,Howard,1981,12,0,1,Round of 64 (1st rd),A.B. Williamson
94,Howard,1992,16,0,1,Round of 64 (1st rd),Butch Beard
95,Idaho,1981,7,0,1,Round of 64 (1st rd),Don Monson
95,Idaho,1982,3,1,1,Sweet Sixteen (3rd rd),Don Monson
95,Idaho,1989,13,0,1,Round of 64 (1st rd),Kermit Jr. Davis
95,Idaho,1990,13,0,1,Round of 64 (1st rd),Kermit Jr. Davis
96,Idaho State,1953,NA,0,1,Round of 32 (1st rd),Steve Belko
96,Idaho State,1954,NA,2,1,Sweet Sixteen (2nd rd),Steve Belko
96,Idaho State,1955,NA,0,1,Round of 32 (1st rd),Steve Belko
96,Idaho State,1956,NA,0,1,Round of 32 (1st rd),Steve Belko
96,Idaho State,1957,NA,1,2,Sweet Sixteen (2nd rd),John Grayson
96,Idaho State,1958,NA,1,2,Sweet Sixteen (2nd rd),John Grayson
96,Idaho State,1959,NA,2,1,Sweet Sixteen (2nd rd),John Grayson
96,Idaho State,1960,NA,0,1,Round of 32 (1st rd),John Evans
96,Idaho State,1974,NA,0,1,Round of 32 (1st rd),Jim Killingsworth
96,Idaho State,1977,NA,2,1,Elite Eight (3rd rd),Jim Killingsworth
96,Idaho State,1987,16,0,1,Round of 64 (1st rd),Jim Boutin
97,Illinois,1942,NA,0,2,Elite Eight (1st rd),Doug Mills
97,Illinois,1949,NA,2,1,National Semifinals (2nd rd),Harry Combes
